id,createdOn,creator_id,topic_id
2393,2013-10-22,40717,10
2394,2015-11-16,83221,5
2395,2015-12-19,41693,2
2396,2015-01-10,77803,5
2397,2012-02-22,29642,6
2398,2013-12-09,17993,10
2399,2008-11-21,78137,5
2400,2013-02-07,34907,1
2401,2005-09-23,20533,8
2402,2012-10-15,43746,2
2403,2015-11-29,53875,2
2404,2012-04-30,6956,3
2405,2014-03-23,63392,5
2406,2015-04-19,48239,9
2407,2014-04-14,2505,10
2408,2012-02-14,24706,1
2409,2012-03-07,11910,9
2410,2012-01-01,215,9
2411,2009-04-17,23653,6
2412,2015-10-11,85753,10
2413,2014-08-26,93903,3
2414,2015-04-30,62814,1
2415,2011-08-30,26776,5
2416,2015-09-22,11753,1
2417,2014-02-08,97064,4
2418,2013-06-26,17535,3
2419,2015-08-21,16641,3
2420,2014-10-25,20931,7
2421,2014-06-13,42701,4
2422,2014-10-27,77232,9
2423,2014-07-18,90886,10
2424,2009-09-27,37107,2
2425,2014-11-30,1761,10
2426,2014-02-01,57507,3
2427,2004-10-20,2904,4
2428,2014-05-21,72574,3
2429,2011-10-11,39666,4
2430,2015-10-13,9537,2
2431,2002-08-15,80593,7
2432,2013-01-04,51203,2
2433,2010-11-29,59671,10
2434,2015-05-10,11406,6
2435,2005-07-19,50070,4
2436,2014-03-11,54236,6
2437,2015-10-18,29299,5
2438,2015-08-04,8362,4
2439,2015-07-27,75574,2
2440,2012-07-09,88251,7
2441,2004-09-20,62929,2
2442,2013-09-05,40492,6
2443,2013-02-04,8874,9
2444,2014-12-27,25455,5
2445,2010-10-04,935,2
2446,2011-11-24,23622,7
2447,2015-11-21,6421,8
2448,2005-06-18,88446,2
2449,2015-01-07,82485,4
2450,2015-12-17,42534,3
2451,2014-04-22,27172,5
2452,2009-08-26,46890,7
2453,2015-10-27,47141,10
2454,2013-07-24,62352,3
2455,2009-10-29,81037,3
2456,2008-05-08,99150,4
2457,2009-11-16,20298,5
2458,2013-03-15,93094,3
2459,2011-10-03,48465,2
2460,2003-04-08,43008,2
2461,2015-10-09,5987,4
2462,2014-12-07,14210,5
2463,2015-06-18,15643,6
2464,2005-01-05,24430,10
2465,2015-11-02,20662,6
2466,2007-01-30,79960,10
2467,2011-10-08,1760,7
2468,2015-07-28,4515,3
2469,2015-11-01,11895,1
2470,2014-06-28,96407,3
2471,2009-01-11,50718,10
2472,2015-09-17,97824,7
2473,2005-04-21,38880,5
2474,2014-07-05,31974,9
2475,2012-01-06,15199,10
2476,2014-06-01,93381,6
2477,2011-12-25,61368,2
2478,2014-12-21,42505,9
2479,2011-07-03,14421,2
2480,2015-05-30,7783,1
2481,2015-04-04,93007,4
2482,2012-04-24,18842,9
2483,2015-12-11,51165,8
2484,2010-07-20,28249,4
2485,2012-01-04,94717,8
2486,2003-10-27,95858,10
2487,2013-02-15,8478,2
2488,2015-03-30,88709,3
2489,2008-11-22,33032,4
2490,2010-10-21,72543,1
2491,2015-12-22,57256,6
2492,2015-08-27,5842,8
2493,2015-03-02,90972,4
2494,2015-09-19,88429,3
2495,2006-07-28,68088,8
2496,2005-06-07,36285,5
2497,2014-11-13,95058,8
2498,2006-12-13,70112,6
2499,2015-10-03,16048,9
2500,2014-01-09,74209,8
2501,2013-05-16,6348,8
2502,2014-07-11,25813,9
2503,2008-03-26,10752,6
2504,2015-12-06,65361,4
2505,2015-11-08,89620,10
2506,2014-05-26,79686,1
2507,2007-08-23,930,1
2508,2015-07-27,77274,3
2509,2015-12-23,58786,8
2510,2007-03-30,82788,2
2511,2014-06-13,85655,5
2512,2011-01-22,41732,8
2513,2003-04-27,58677,6
2514,2014-05-14,80349,3
2515,2011-05-31,13709,2
2516,2008-11-27,88079,8
2517,2013-05-28,59702,10
2518,2004-12-09,55701,4
2519,2015-06-21,33146,3
2520,2015-01-25,90040,9
2521,2014-10-29,79674,8
2522,2013-10-14,48526,7
2523,2015-12-19,31071,6
2524,2015-12-26,28499,5
2525,2013-07-25,30366,7
2526,2010-04-12,83234,5
2527,2014-12-03,2119,9
2528,2009-07-19,25168,5
2529,2008-03-30,42091,10
2530,2012-05-21,85317,5
2531,2015-04-17,83079,7
2532,2012-04-11,71128,2
2533,2015-03-26,52785,6
2534,2014-08-10,27461,4
2535,2015-09-29,47741,9
2536,2014-11-01,34830,4
2537,2015-03-22,16685,7
2538,2006-04-12,58956,5
2539,2007-01-18,10611,4
2540,2015-12-21,24560,6
2541,2014-03-23,72708,3
2542,2014-06-29,46554,2
2543,2014-12-31,11708,3
2544,2015-10-25,26452,3
2545,2009-07-14,84679,8
2546,2003-07-21,57229,6
2547,2015-07-08,70515,5
2548,2008-08-13,5006,9
2549,2013-06-14,79152,3
2550,2012-06-24,45690,1
2551,2015-08-05,85792,8
2552,2010-08-20,2214,5
2553,2011-12-16,54337,7
2554,2014-03-22,41970,9
2555,2013-03-05,75316,9
2556,2014-09-06,93892,3
2557,2003-09-22,85289,9
2558,2007-03-21,79360,8
2559,2014-02-19,86345,7
2560,2007-09-11,97030,6
2561,2010-07-15,57632,10
2562,2010-04-07,38504,7
2563,2013-02-04,78085,10
2564,2014-10-15,55141,9
2565,2010-06-14,25991,1
2566,2015-09-08,96967,4
2567,2003-01-21,42069,9
2568,2015-01-20,60022,1
2569,2014-07-24,14538,6
2570,2015-12-17,5303,3
2571,2006-06-20,14772,4
2572,2015-10-07,98884,10
2573,2006-01-17,7871,5
2574,2011-02-21,36041,3
2575,2007-04-08,24931,4
2576,2004-04-06,1368,8
2577,2010-11-20,30279,2
2578,2006-05-13,81834,7
2579,2012-10-31,38192,2
2580,2015-03-31,18451,4
2581,2010-07-05,50698,7
2582,2015-04-24,38305,4
2583,2014-11-20,93521,4
2584,2013-09-17,90416,4
2585,2007-08-31,54876,4
2586,2008-12-11,38156,2
2587,2015-11-12,16039,5
2588,2003-06-26,66949,8
2589,2011-08-04,77724,4
2590,2014-11-10,25928,6
2591,2015-09-13,6078,5
2592,2009-08-29,92672,9
2593,2012-08-30,81361,1
2594,2014-10-10,31464,4
2595,2012-07-28,34345,4
2596,2014-04-01,587,7
2597,2015-01-11,10477,1
2598,2013-05-08,49370,1
2599,2010-11-03,81607,2
2600,2015-11-11,49482,7
2601,2012-11-23,66380,6
2602,2015-03-18,22407,2
2603,2008-09-24,22467,7
2604,2007-08-03,9465,2
2605,2015-02-19,41587,4
2606,2014-12-13,4210,6
2607,2012-06-01,38957,5
2608,2014-11-17,33616,8
2609,2015-02-14,44211,1
2610,2015-02-28,8885,1
2611,2013-05-28,95427,5
2612,2013-02-24,35617,8
2613,2012-01-17,54085,2
2614,2010-11-18,4777,2
2615,2015-08-01,56109,5
2616,2015-11-25,10038,5
2617,2014-10-12,8812,8
2618,2009-10-04,8444,2
2619,2010-06-13,40698,8
2620,2009-09-19,82997,3
2621,2014-05-11,86232,9
2622,2015-08-13,35578,4
2623,2015-05-20,81125,5
2624,2012-12-02,5821,6
2625,2004-08-17,76735,5
2626,2008-01-18,21510,9
2627,2015-05-18,5300,5
2628,2014-09-13,84296,2
2629,2015-04-23,82948,8
2630,2012-01-01,91903,3
2631,2013-11-24,15316,2
2632,2013-08-16,98697,6
2633,2015-10-18,61810,5
2634,2012-10-07,13822,3
2635,2010-02-13,13792,1
2636,2013-02-23,23917,2
2637,2014-08-01,92959,5
2638,2010-09-25,92564,7
2639,2006-07-26,41882,3
2640,2009-10-13,49883,3
2641,2014-07-07,36395,1
2642,2014-08-24,28590,4
2643,2013-04-25,85902,8
2644,2013-04-14,43958,10
2645,2009-08-02,9024,7
2646,2015-11-03,16082,10
2647,2009-07-21,95123,1
2648,2010-06-26,32503,2
2649,2013-09-04,64497,7
2650,2014-09-01,51969,9
2651,2013-07-04,57002,2
2652,2010-12-14,56117,6
2653,2014-05-31,23261,2
2654,2013-12-24,46741,10
2655,2015-11-30,18015,3
2656,2008-02-19,92254,5
2657,2008-06-23,94442,10
2658,2013-06-14,9986,2
2659,2015-12-14,28389,9
2660,2015-08-23,87933,2
2661,2013-06-11,47436,3
2662,2015-05-20,34966,4
2663,2015-01-30,14236,1
2664,2011-06-26,96980,1
2665,2006-08-27,50813,3
2666,2010-09-14,18298,3
2667,2015-12-30,94252,8
2668,2015-06-24,55777,2
2669,2010-05-27,97604,4
2670,2015-12-29,5296,10
2671,2015-10-29,78601,2
2672,2011-07-15,37274,10
2673,2014-09-07,4208,8
2674,2012-09-05,95957,8
2675,2015-03-05,95886,10
2676,2014-08-31,94578,10
2677,2013-09-30,54908,2
2678,2011-09-27,80254,4
2679,2008-12-05,24900,3
2680,2011-08-22,11188,4
2681,2013-07-30,91563,1
2682,2009-04-29,39068,6
2683,2015-08-11,73626,3
2684,2012-11-24,25700,9
2685,2011-11-06,70794,7
2686,2007-11-24,44250,8
2687,2011-02-03,53259,6
2688,2004-11-11,29699,5
2689,2004-06-05,77842,3
2690,2015-02-18,48859,9
2691,2007-01-06,78045,5
2692,2009-11-18,44201,8
2693,2011-01-26,23108,2
2694,2014-01-31,41310,9
2695,2014-07-05,83262,6
2696,2007-01-19,99594,4
2697,2015-12-16,1357,9
2698,2013-01-26,79548,2
2699,2014-11-21,34503,2
2700,2013-09-21,71988,8
2701,2015-02-10,51394,3
2702,2015-06-05,37990,10
2703,2006-03-21,67579,5
2704,2015-12-17,47789,5
2705,2015-06-03,80610,9
2706,2014-07-31,69385,5
2707,2014-09-17,31686,5
2708,2015-03-09,54646,7
2709,2005-01-30,48601,9
2710,2013-02-13,19787,7
2711,2014-01-04,41599,3
2712,2009-07-06,32716,5
2713,2013-03-17,64857,5
2714,2015-11-22,78444,9
2715,2011-04-23,51816,2
2716,2013-03-02,8515,5
2717,2015-12-02,17728,8
2718,2012-07-17,98024,10
2719,2013-06-13,98347,2
2720,2006-11-05,17835,8
2721,2011-01-24,2838,1
2722,2004-12-18,23890,2
2723,2004-03-31,5948,8
2724,2015-05-01,99245,10
2725,2007-05-12,6765,3
2726,2010-04-18,29784,10
2727,2015-06-16,13019,9
2728,2013-09-16,92813,9
2729,2015-11-21,97089,9
2730,2011-07-23,92579,2
2731,2010-07-06,33840,6
2732,2015-05-08,51175,5
2733,2015-04-14,76056,4
2734,2014-03-08,28181,7
2735,2014-12-18,8655,3
2736,2011-08-15,75603,8
2737,2014-10-29,33057,6
2738,2003-07-17,14506,7
2739,2014-10-21,55412,3
2740,2014-12-01,32610,9
2741,2011-03-05,36918,4
2742,2006-07-08,34425,3
2743,2014-12-17,19653,1
2744,2009-10-03,57408,4
2745,2010-08-12,55771,3
2746,2009-01-28,53363,7
2747,2007-03-24,11573,5
2748,2004-08-05,17906,9
2749,2004-05-09,35454,3
2750,2009-02-10,5376,7
2751,2014-12-18,55644,9
2752,2015-11-18,81911,6
2753,2014-11-07,23255,1
2754,2010-09-16,1158,3
2755,2014-05-13,68545,6
2756,2012-07-01,31497,4
2757,2015-07-01,84231,9
2758,2007-06-08,97155,5
2759,2014-02-15,51698,4
2760,2014-09-13,42459,9
2761,2015-11-22,20410,5
2762,2015-11-05,64336,1
2763,2002-06-15,18120,3
2764,2015-11-26,85785,10
2765,2015-12-10,88391,1
2766,2008-08-11,58590,7
2767,2011-03-25,92582,8
2768,2009-01-18,36077,5
2769,2006-09-08,71692,3
2770,2012-02-21,50010,4
2771,2012-10-12,87897,8
2772,2007-09-26,57974,9
2773,2015-09-05,63540,8
2774,2010-09-27,51210,5
2775,2012-04-24,91702,1
2776,2014-09-30,12400,5
2777,2015-05-18,58002,3
2778,2009-03-24,12398,1
2779,2014-02-10,90496,6
2780,2014-10-17,57680,8
2781,2015-08-12,42597,9
2782,2007-12-07,40706,8
2783,2013-09-09,41697,10
2784,2015-12-06,78087,7
2785,2008-05-15,68884,2
2786,2012-08-20,17464,3
2787,2013-07-24,25485,3
2788,2013-09-10,74140,3
2789,2006-09-26,51025,10
2790,2001-08-25,65568,9
2791,2007-11-20,31461,3
2792,2012-05-02,98900,2
2793,2015-04-03,55512,1
2794,2010-07-17,34562,1
2795,2004-09-19,77775,7
2796,2014-12-25,98540,5
2797,2015-10-24,91342,3
2798,2012-02-13,49504,10
2799,2006-08-07,32416,10
2800,2015-04-20,68506,6
2801,2015-01-25,90084,2
2802,2006-12-07,11542,9
2803,2010-07-05,86292,2
2804,2014-03-03,95505,5
2805,2015-02-17,97778,3
2806,2006-03-24,30972,1
2807,2004-02-06,37810,9
2808,2015-04-15,39323,4
2809,2015-12-22,37054,1
2810,2015-08-20,32992,4
2811,2014-05-10,8138,8
2812,2009-03-02,34078,9
2813,2014-11-07,53237,6
2814,2010-01-27,23277,4
2815,2015-08-13,92120,2
2816,2007-11-10,8058,9
2817,2015-12-05,50926,9
2818,2013-01-14,37864,2
2819,2013-09-26,74368,4
2820,2012-01-17,92135,7
2821,2015-09-06,51116,4
2822,2014-12-12,44303,4
2823,2014-06-09,80209,5
2824,2015-07-26,54713,2
2825,2015-11-22,98810,10
2826,2015-10-01,12858,2
2827,2012-10-15,42148,1
2828,2014-10-06,17213,6
2829,2014-01-13,66798,2
2830,2015-02-18,3836,2
2831,2012-08-11,49468,10
2832,2008-08-15,6011,10
2833,2015-08-29,13352,8
2834,2014-10-04,55713,9
2835,2011-09-08,70566,8
2836,2014-12-25,50483,4
2837,2014-06-25,85202,9
2838,2005-11-22,9263,1
2839,2014-12-25,56280,10
2840,2011-07-07,31138,5
2841,2015-09-28,97823,4
2842,2014-08-25,84839,4
2843,2011-10-24,52211,3
2844,2015-12-22,24188,5
2845,2007-04-08,18061,2
2846,2014-11-14,39554,4
2847,2004-01-21,26721,1
2848,2015-04-03,98929,5
2849,2011-12-23,50917,2
2850,2015-07-08,2357,6
2851,2006-04-26,92889,9
2852,2014-03-13,95562,4
2853,2011-05-15,86583,7
2854,2010-03-12,86351,4
2855,2005-06-27,75353,8
2856,2015-07-19,75146,9
2857,2010-02-18,87457,2
2858,2015-07-07,72184,1
2859,2015-07-03,73800,2
2860,2015-03-04,2095,4
2861,2003-07-23,26727,10
2862,2015-12-20,6738,1
2863,2010-06-16,28283,6
2864,2015-12-16,20112,5
2865,2015-12-30,82617,5
2866,2015-08-19,63929,1
2867,2012-10-04,61166,8
2868,2011-02-03,59326,7
2869,2006-11-19,67281,1
2870,2010-04-04,44676,7
2871,2015-08-05,94696,10
2872,2015-10-28,70693,8
2873,2001-04-22,92276,8
2874,2005-07-13,51619,1
2875,2013-12-13,31930,7
2876,2013-09-13,29737,2
2877,2010-02-23,14414,4
2878,2010-06-26,87392,10
2879,2015-03-15,65406,7
2880,2010-01-11,6827,9
2881,2013-02-04,66104,6
2882,2007-02-07,92544,8
2883,2015-06-18,64473,2
2884,2014-08-15,58468,2
2885,2015-12-18,81843,5
2886,2015-02-04,10241,5
2887,2012-12-06,62810,8
2888,2011-08-06,46662,10
2889,2007-07-06,98764,7
2890,2015-05-13,13276,10
2891,2002-06-03,2907,2
2892,2015-07-28,28000,5
2893,2012-12-24,96856,8
2894,2013-04-07,30721,10
2895,2005-07-22,95357,10
2896,2014-09-25,50680,5
2897,2012-02-10,26710,9
2898,2010-09-03,22815,3
2899,2015-11-11,80045,10
2900,2014-04-01,18416,1
2901,2013-05-10,6546,3
2902,2012-08-20,1595,7
2903,2011-03-26,29859,9
2904,2014-04-17,42083,8
2905,2015-09-20,79806,5
2906,2015-08-21,5397,7
2907,2014-09-22,6048,6
2908,2010-08-14,36390,9
2909,2012-09-04,60088,9
2910,2012-02-20,56553,3
2911,2012-10-17,31341,4
2912,2015-11-03,75081,7
2913,2015-04-11,60328,2
2914,2014-11-26,52841,10
2915,2015-12-20,11296,7
2916,2015-04-17,41334,3
2917,2015-01-17,69728,1
2918,2007-11-12,11013,7
2919,2015-10-10,18007,10
2920,2014-06-28,16526,7
2921,2013-04-06,6076,9
2922,2015-09-25,65381,3
2923,2009-08-08,28796,7
2924,2013-11-14,37201,7
2925,2014-09-13,58690,4
2926,2008-06-24,75210,7
2927,2005-01-25,81345,7
2928,2013-02-25,55860,8
2929,2015-06-30,23041,10
2930,2013-09-01,20818,10
2931,2013-01-12,95555,3
2932,2011-06-18,67497,4
2933,2006-07-20,48051,7
2934,2015-03-15,89395,10
2935,2015-02-25,6057,10
2936,2008-11-11,27389,5
2937,2010-11-08,74844,6
2938,2014-05-11,17341,4
2939,2015-07-30,63556,10
2940,2015-09-13,27603,3
2941,2015-06-08,81674,7
2942,2011-02-09,31066,6
2943,2014-05-26,43278,9
2944,2015-11-01,96011,4
2945,2013-04-26,31092,9
2946,2014-05-21,82607,6
2947,2013-01-31,96333,5
2948,2015-03-02,84447,8
2949,2010-05-13,95645,9
2950,2009-02-09,60346,1
2951,2003-10-19,75886,5
2952,2014-10-29,32226,6
2953,2008-05-01,3665,6
2954,2014-09-18,25203,3
2955,2015-01-25,79820,4
2956,2013-08-30,45025,4
2957,2012-08-09,9604,8
2958,2003-09-15,80781,6
2959,2010-12-05,76200,3
2960,2014-03-22,2083,6
2961,2015-04-29,9239,6
2962,2013-07-15,33971,4
2963,2014-05-23,83536,3
2964,2010-03-17,25739,8
2965,2015-08-27,37300,1
2966,2015-08-14,21613,10
2967,2011-12-04,40474,1
2968,2015-03-27,59858,9
2969,2015-09-03,49039,1
2970,2008-07-27,8539,9
2971,2015-11-01,24359,4
2972,2007-02-04,83855,1
2973,2015-12-08,51941,4
2974,2015-10-29,95222,9
2975,2014-09-28,78786,1
2976,2015-03-14,25392,4
2977,2012-09-07,85918,1
2978,2005-09-27,99187,4
2979,2015-06-08,96320,4
2980,2015-07-12,21248,7
2981,2014-12-16,80075,3
2982,2012-11-09,92065,5
2983,2014-10-04,64544,5
2984,2013-12-07,55585,9
2985,2014-12-28,51594,7
2986,2014-02-14,50407,4
2987,2015-06-16,40362,1
2988,2003-12-24,85553,6
2989,2014-05-10,95743,6
2990,2015-06-22,61481,8
2991,2009-02-28,14961,10
2992,2012-12-07,39462,6
2993,2015-08-24,69499,10
2994,2005-10-04,66210,8
2995,2015-06-03,28499,2
2996,2014-09-26,16947,9
2997,2015-11-18,5303,9
2998,2013-02-13,62377,3
2999,2015-11-21,35989,6
3000,2015-03-13,29763,8
3001,2003-11-23,38934,8
3002,2014-04-12,67950,4
3003,2015-12-31,12745,10
3004,2013-01-02,54683,9
3005,2014-04-27,49064,4
3006,2014-08-19,43163,5
3007,2007-06-30,22857,2
3008,2014-04-18,2425,1
3009,2008-04-15,20419,9
3010,2000-09-17,20917,4
3011,2015-12-29,96571,8
3012,2015-03-19,48121,10
3013,2010-02-25,13610,8
3014,2015-10-17,25849,9
3015,2015-12-19,44364,10
3016,2014-04-21,29548,8
3017,2012-06-09,93384,10
3018,2015-08-12,89441,10
3019,2015-09-03,34295,6
3020,2013-09-16,93632,6
3021,2013-11-15,13939,1
3022,2009-02-28,8063,7
3023,2007-04-13,58366,8
3024,2010-05-01,82685,1
3025,2010-11-12,22635,10
3026,2010-01-27,93310,8
3027,2010-01-22,79372,8
3028,2014-06-28,98404,5
3029,2004-10-04,95610,9
3030,2013-03-21,27398,9
3031,2009-01-17,79355,1
3032,2015-07-25,95760,7
3033,2012-05-30,55379,7
3034,2015-06-20,95990,1
3035,2012-09-23,48937,3
3036,2013-04-12,17974,6
3037,2015-04-06,3124,4
3038,2012-05-31,44937,1
3039,2011-12-27,72963,2
3040,2014-12-18,75206,7
3041,2012-02-18,16358,2
3042,2003-03-16,55636,3
3043,2005-03-24,56700,5
3044,2013-07-30,28617,10
3045,2008-07-29,93977,6
3046,2012-10-08,78211,10
3047,2014-07-22,50772,6
3048,2015-01-09,81282,4
3049,2008-06-24,44587,5
3050,2008-07-14,67809,5
3051,2013-10-19,12051,9
3052,2015-08-02,72271,9
3053,2014-11-04,2783,3
3054,2013-12-15,14958,5
3055,2013-07-07,38700,3
3056,2004-03-02,28232,6
3057,2009-06-15,64712,9
3058,2013-11-11,28680,1
3059,2008-06-04,72381,7
3060,2015-02-22,26012,7
3061,2012-09-11,7549,8
3062,2015-12-05,88581,5
3063,2011-10-03,28523,6
3064,2015-07-25,65272,2
3065,2012-01-18,65732,8
3066,2012-06-13,64309,3
3067,2011-08-17,48040,9
3068,2011-08-07,75585,1
3069,2014-05-17,97161,7
3070,2015-07-18,96034,1
3071,2013-09-09,29487,2
3072,2008-02-01,44278,10
3073,2015-03-16,79781,6
3074,2015-05-12,92816,5
3075,2012-08-18,10787,3
3076,2014-02-28,21425,9
3077,2014-09-18,48441,1
3078,2010-12-09,46271,10
3079,2015-02-05,73301,10
3080,2013-08-27,81732,7
3081,2010-08-12,99442,5
3082,2007-10-01,57830,3
3083,2004-11-12,41309,1
3084,2014-12-08,2014,10
3085,2008-10-16,53668,6
3086,2012-08-22,23448,10
3087,2014-01-27,78462,4
3088,2015-11-03,26150,1
3089,2015-08-17,17169,5
3090,2010-07-15,7232,4
3091,2011-05-26,63204,4
3092,2014-09-22,26844,5
3093,2006-06-08,14145,6
3094,2012-06-12,486,1
3095,2015-04-12,1702,2
3096,2014-08-21,29436,3
3097,2010-04-29,28745,5
3098,2009-06-30,99305,2
3099,2012-10-06,88006,1
3100,2014-06-20,89052,4
3101,2011-05-23,88198,5
3102,2015-06-18,8900,7
3103,2012-08-21,9901,10
3104,2007-02-13,95338,7
3105,2009-02-14,97248,4
3106,2011-07-02,15659,2
3107,2015-02-17,76818,3
3108,2015-02-13,10064,3
3109,2015-03-02,76170,9
3110,2009-06-22,91372,7
3111,2015-06-11,58418,7
3112,2009-03-25,41490,5
3113,2013-09-01,95870,10
3114,2007-08-12,6737,7
3115,2012-10-12,35894,4
3116,2010-03-02,50157,9
3117,2010-03-05,58146,4
3118,2010-07-05,23162,5
3119,2014-05-22,14514,7
3120,2012-12-12,73687,1
3121,2012-07-08,60327,6
3122,2007-03-30,43941,8
3123,2004-08-10,42625,1
3124,2015-08-20,71523,7
3125,2012-09-03,49062,9
3126,2014-09-27,14056,1
3127,2015-12-19,90156,5
3128,2013-09-01,21787,7
3129,2013-03-27,34947,7
3130,2015-11-24,1970,8
3131,2012-11-30,97570,10
3132,2015-05-14,31494,6
3133,2011-12-29,33772,10
3134,2014-08-29,38895,2
3135,2008-08-19,81023,2
3136,2008-11-18,2849,2
3137,2011-03-27,48505,7
3138,2012-01-05,51395,3
3139,2013-07-28,65958,3
3140,2008-10-04,89032,2
3141,2013-01-20,96107,4
3142,2015-03-13,15627,3
3143,2013-05-25,95817,5
3144,2015-10-25,59340,9
3145,2014-07-26,96654,10
3146,2015-04-23,1089,8
3147,2009-03-04,4637,4
3148,2014-09-24,3707,3
3149,2014-08-01,29976,3
3150,2015-06-29,55319,10
3151,2006-10-12,56680,10
3152,2012-08-15,61596,2
3153,2013-04-26,56042,6
3154,2010-01-22,75896,7
3155,2014-08-20,92277,8
3156,2013-10-29,70354,7
3157,2014-07-21,13515,4
3158,2015-09-06,59371,4
3159,2013-06-03,40028,1
3160,2014-02-10,42199,2
3161,2014-02-24,66994,3
3162,2014-08-24,5937,5
3163,2013-03-22,16989,7
3164,2013-04-20,16096,6
3165,2010-11-21,3835,5
3166,2015-09-12,48452,6
3167,2013-02-29,45826,4
3168,2009-02-06,69980,5
3169,2013-01-04,71822,7
3170,2011-02-28,10744,4
3171,2015-04-18,31938,4
3172,2011-10-08,35318,4
3173,2011-05-24,16700,3
3174,2010-12-17,71004,10
3175,2012-11-11,63066,8
3176,2012-10-02,29137,3
3177,2014-05-13,45315,3
3178,2015-08-03,49271,3
3179,2004-10-20,89396,6
3180,2015-11-02,4072,8
3181,2015-05-30,92423,2
3182,2014-12-28,54157,9
3183,2013-09-14,37377,9
3184,2010-01-23,58645,3
3185,2010-12-06,90329,1
3186,2009-08-04,46328,9
3187,2005-07-15,58464,4
3188,2006-06-21,40361,3
3189,2013-01-19,6929,7
3190,2014-09-18,52145,2
3191,2011-12-17,21431,7
3192,2015-12-13,8333,10
3193,2010-08-28,81877,2
3194,2014-06-06,55494,3
3195,2007-05-26,95094,9
3196,2013-07-28,57129,2
3197,2015-12-28,50,2
3198,2014-07-24,93091,3
3199,2012-05-03,70361,8
3200,2006-11-14,74043,7
3201,2015-07-04,16607,6
3202,2012-12-12,94508,1
3203,2011-10-01,22148,4
3204,2007-09-12,1789,8
3205,2009-03-25,23711,4
3206,2004-10-31,59454,9
3207,2012-02-12,4678,3
3208,2013-02-06,79233,5
3209,2015-03-18,74653,9
3210,2015-12-23,5971,8
3211,2015-09-30,88440,2
3212,2009-09-17,5494,10
3213,2008-07-12,25775,3
3214,2012-07-12,10236,2
3215,2015-08-25,79325,3
3216,2013-04-23,67042,8
3217,2015-10-27,70549,4
3218,2015-10-11,72134,8
3219,2014-05-26,84322,7
3220,2011-03-27,41351,10
3221,2009-09-11,75672,6
3222,2015-12-25,1944,3
3223,2015-05-22,86684,1
3224,2011-12-23,21408,7
3225,2009-07-12,94861,4
3226,2015-03-10,38161,4
3227,2013-09-07,24558,6
3228,2007-10-18,54722,8
3229,2013-11-03,42226,1
3230,2015-03-09,76460,4
3231,2013-04-15,10498,1
3232,2015-10-06,99197,4
3233,2011-10-14,52461,9
3234,2004-02-04,23901,6
3235,2015-09-17,36141,7
3236,2015-06-15,48763,7
3237,2011-10-17,24466,5
3238,2006-10-23,18418,10
3239,2015-01-08,16685,2
3240,2011-12-12,19293,3
3241,2006-03-17,18907,9
3242,2015-11-17,47444,4
3243,2011-03-18,85356,6
3244,2010-07-23,18851,6
3245,2015-09-27,80111,8
3246,2013-06-13,35461,7
3247,2013-09-19,85116,6
3248,2013-02-17,48770,6
3249,2013-01-25,93501,9
3250,2011-11-23,16898,10
3251,2014-06-09,23578,9
3252,2014-01-16,33837,10
3253,2014-05-09,32703,7
3254,2006-03-23,25920,7
3255,2015-01-25,97580,5
3256,2012-06-14,57582,9
3257,2015-02-16,38106,4
3258,2013-10-12,55473,5
3259,2015-05-22,29829,2
3260,2014-12-15,50539,5
3261,2013-08-17,78490,3
3262,2013-01-18,45470,9
3263,2014-01-24,80670,7
3264,2011-01-03,38179,2
3265,2015-12-31,63608,6
3266,2004-12-26,74507,1
3267,2013-10-30,18556,7
3268,2014-10-06,44624,4
3269,2014-11-18,44789,1
3270,2012-10-06,11831,3
3271,2013-07-03,18479,9
3272,2006-11-03,23429,5
3273,2000-11-12,96830,3
3274,2002-12-28,84987,5
3275,2015-12-16,48846,10
3276,2006-12-14,75439,8
3277,2013-09-24,79112,2
3278,2001-07-07,68200,7
3279,2015-05-18,14045,4
3280,2015-10-01,55542,8
3281,2014-11-28,786,10
3282,2014-09-17,85771,1
3283,2015-12-21,65480,4
3284,2007-10-11,91514,2
3285,2015-05-21,17319,7
3286,2012-10-13,49803,6
3287,2015-12-27,41799,7
3288,2014-09-06,44728,8
3289,2013-07-22,2779,8
3290,2013-11-14,30087,5
3291,2015-08-05,78810,9
3292,2004-06-28,17891,5
3293,2012-05-24,31787,4
3294,2011-02-14,52569,10
3295,2015-04-21,89740,6
3296,2014-03-25,85069,7
3297,2006-07-03,46943,9
3298,2014-07-13,81143,9
3299,2014-08-03,24850,6
3300,2015-08-02,39230,7
3301,2013-04-29,15082,8
3302,2013-06-01,41102,9
3303,2015-05-04,95563,8
3304,2007-08-01,18841,10
3305,2012-10-18,67557,5
3306,2015-12-08,51208,3
3307,2015-03-23,36158,8
3308,2005-06-29,65435,8
3309,2015-07-12,11129,3
3310,2015-10-02,31077,8
3311,2014-06-25,48097,8
3312,2015-11-28,13309,1
3313,2012-04-13,21428,1
3314,2009-04-23,40322,2
3315,2012-06-01,57678,8
3316,2006-12-04,84655,2
3317,2012-12-30,72976,10
3318,2009-01-05,96151,8
3319,2003-05-09,1997,7
3320,2013-04-26,77405,3
3321,2008-08-15,4913,7
3322,2010-09-28,83794,3
3323,2015-09-26,61678,10
3324,2015-03-30,10187,8
