id,created_on,creator_id,topic_id
2640,2014-09-02,94113,1
2641,2013-03-09,24479,5
2642,2015-12-28,93543,8
2643,2013-10-18,53852,4
2644,2015-12-10,60459,8
2645,2014-01-16,1297,10
2646,2005-12-30,82206,5
2647,2010-08-05,78274,7
2648,2010-09-14,65,2
2649,2011-05-20,22382,7
2650,2013-07-17,19455,7
2651,2015-08-23,19629,8
2652,2007-12-04,98295,6
2653,2015-06-16,20243,2
2654,2013-04-28,17233,9
2655,2011-04-12,34065,7
2656,2014-02-06,6097,8
2657,2012-12-24,67418,5
2658,2011-02-23,90441,9
2659,2013-12-13,82595,4
2660,2014-03-23,4393,10
2661,2015-02-10,67972,6
2662,2015-05-19,29554,6
2663,2015-08-29,50619,2
2664,2014-04-29,31273,7
2665,2010-01-05,89680,5
2666,2012-09-20,67015,4
2667,2012-08-16,81234,10
2668,2005-11-12,11532,5
2669,2015-07-06,34176,8
2670,2013-07-03,95315,6
2671,2015-09-19,18597,2
2672,2015-11-04,97985,9
2673,2008-10-27,5850,9
2674,2015-07-29,59479,1
2675,2010-09-15,20367,9
2676,2013-08-18,81640,8
2677,2015-03-31,37381,2
2678,2014-07-21,48036,3
2679,2012-08-04,64754,9
2680,2005-09-26,9810,2
2681,2014-11-10,10759,5
2682,2005-06-30,38204,9
2683,2010-02-12,85518,2
2684,2005-06-17,16612,1
2685,2015-09-17,74957,10
2686,2011-08-01,10357,5
2687,2013-10-05,6920,3
2688,2015-09-28,53652,6
2689,2015-09-03,45283,1
2690,2015-03-26,35797,9
2691,2015-06-07,94724,6
2692,2015-10-29,4394,2
2693,2008-02-25,15255,6
2694,2014-04-07,24630,1
2695,2006-07-30,89739,1
2696,2014-04-06,80000,1
2697,2015-05-30,33242,10
2698,2011-03-21,30979,3
2699,2012-06-07,68902,1
2700,2011-06-17,39906,4
2701,2004-08-24,1438,6
2702,2009-12-30,34649,1
2703,2013-11-05,25312,4
2704,2011-08-27,74702,8
2705,2007-06-30,41400,8
2706,2013-05-13,12583,7
2707,2014-07-07,3623,5
2708,2015-10-20,66549,3
2709,2015-08-02,42143,10
2710,2012-02-28,21581,6
2711,2009-10-19,22442,1
2712,2015-02-27,48728,8
2713,2012-08-04,27851,6
2714,2005-09-07,33280,9
2715,2015-12-20,52668,8
2716,2011-04-03,25355,8
2717,2013-10-29,26166,5
2718,2012-11-13,22820,3
2719,2015-04-02,26415,7
2720,2006-10-03,4916,4
2721,2010-03-30,47678,10
2722,2006-12-28,95184,1
2723,2014-01-01,26010,1
2724,2014-11-07,26380,6
2725,2015-09-17,94464,5
2726,2014-02-19,78637,5
2727,2011-04-24,4275,6
2728,2015-03-20,80828,6
2729,2002-09-07,33694,4
2730,2012-04-21,20631,4
2731,2014-09-17,25493,9
2732,2015-09-21,58657,6
2733,2015-08-16,40954,10
2734,2014-09-25,26234,9
2735,2014-06-01,2875,5
2736,2006-10-14,33929,5
2737,2014-11-30,62968,6
2738,2013-07-10,8469,7
2739,2013-02-21,95394,3
2740,2015-07-23,58643,6
2741,2006-02-13,57471,7
2742,2014-06-16,76954,6
2743,2003-12-26,20010,2
2744,2007-08-29,46514,10
2745,2015-03-13,41720,4
2746,2014-11-24,14379,6
2747,2015-01-04,14581,1
2748,2014-09-03,97194,9
2749,2011-05-22,17965,1
2750,2014-05-22,72670,5
2751,2014-04-13,10567,7
2752,2014-05-05,72913,10
2753,2014-05-23,2635,5
2754,2012-06-25,6810,10
2755,2015-07-04,71299,9
2756,2001-08-01,79535,1
2757,2008-06-03,22624,8
2758,2006-05-06,17175,3
2759,2015-06-21,93460,8
2760,2015-12-30,46302,5
2761,2004-03-14,9116,6
2762,2013-06-02,40513,10
2763,2015-11-05,70881,9
2764,2014-05-27,92777,10
2765,2013-10-13,58964,9
2766,2011-04-17,82038,5
2767,2015-02-18,88534,5
2768,2005-11-18,96912,9
2769,2007-08-27,87898,2
2770,2015-07-16,88258,4
2771,2014-12-07,24642,6
2772,2008-12-07,4579,10
2773,2008-11-13,22278,2
2774,2011-01-28,77417,1
2775,2015-02-08,54547,7
2776,2015-11-07,37026,10
2777,2013-06-07,73519,9
2778,2015-04-22,36541,7
2779,2013-10-05,77499,8
2780,2012-06-26,3779,8
2781,2015-02-07,65362,5
2782,2007-02-07,80068,7
2783,2001-05-17,72174,7
2784,2006-02-06,73643,5
2785,2012-12-15,93322,3
2786,2008-01-22,91219,3
2787,2015-02-01,51809,6
2788,2008-10-15,81267,6
2789,2011-11-09,39733,3
2790,2015-11-13,83540,4
2791,2015-11-17,81228,8
2792,2003-03-15,82532,9
2793,2013-12-05,69237,9
2794,2010-05-26,40707,7
2795,2012-02-06,35720,5
2796,2012-03-22,32795,1
2797,2015-05-06,9260,1
2798,2015-06-21,66285,8
2799,2011-05-07,54066,1
2800,2015-02-05,40709,4
2801,2013-01-26,10622,7
2802,2013-06-22,48143,6
2803,2009-11-29,4550,2
2804,2004-12-18,70979,5
2805,2005-06-27,7538,7
2806,2015-12-22,75676,8
2807,2008-07-28,31043,8
2808,2013-08-01,11111,1
2809,2012-03-02,25041,9
2810,2015-08-01,94679,9
2811,2008-06-05,8813,4
2812,2010-11-23,55573,7
2813,2015-12-10,25285,6
2814,2015-06-28,43476,3
2815,2002-01-20,1574,10
2816,2010-06-11,89411,9
2817,2015-10-02,70619,2
2818,2014-02-02,38075,1
2819,2014-11-12,30323,8
2820,2015-12-20,89304,8
2821,2015-03-18,79265,3
2822,2012-12-22,56229,5
2823,2013-11-10,65757,9
2824,2015-12-21,26544,4
2825,2008-01-12,45736,2
2826,2013-03-18,81404,10
2827,2015-12-09,10732,10
2828,2013-06-09,91829,5
2829,2009-06-07,66946,7
2830,2009-12-04,88863,2
2831,2010-03-30,23981,1
2832,2011-10-01,11431,5
2833,2015-01-11,67044,7
2834,2013-06-02,61627,7
2835,2007-05-16,13997,10
2836,2008-05-13,11989,8
2837,2014-11-06,73189,7
2838,2013-10-08,48594,6
2839,2012-01-11,12796,6
2840,2014-02-21,58593,1
2841,2014-04-21,44477,5
2842,2003-10-06,39959,1
2843,2014-06-29,52619,3
2844,2014-09-21,30848,4
2845,2008-09-10,87558,6
2846,2013-08-22,50288,9
2847,2001-01-04,81933,8
2848,2015-08-19,52119,2
2849,2008-04-30,69310,5
2850,2011-09-28,82098,2
2851,2014-11-16,95417,5
2852,2012-07-04,39294,5
2853,2014-02-10,58626,9
2854,2013-10-24,4648,9
2855,2009-06-27,21669,10
2856,2004-02-26,21824,5
2857,2012-08-12,40628,9
2858,2014-08-04,1100,6
2859,2012-02-05,15948,5
2860,2006-09-12,53689,9
2861,2014-08-22,18390,7
2862,2012-06-23,2348,2
2863,2008-02-08,42633,3
2864,2015-08-12,10294,9
2865,2010-02-08,37132,2
2866,2013-06-27,39974,8
2867,2015-09-04,86425,5
2868,2013-12-02,93272,4
2869,2014-06-28,94046,9
2870,2014-01-08,88363,10
2871,2014-01-20,8125,2
2872,2013-04-08,93745,10
2873,2014-12-02,93907,6
2874,2014-07-22,48863,3
2875,2013-12-25,85365,2
2876,2015-11-13,57348,5
2877,2013-09-15,2198,2
2878,2012-01-10,43895,3
2879,2011-08-19,62885,6
2880,2011-07-19,62889,1
2881,2015-06-25,60595,7
2882,2014-04-06,15321,7
2883,2011-01-11,51187,9
2884,2011-01-02,87910,6
2885,2015-07-15,93370,3
2886,2009-12-19,79263,4
2887,2014-10-22,89510,3
2888,2014-03-22,66678,2
2889,2010-05-02,16635,5
2890,2014-12-20,86516,9
2891,2015-11-02,24520,10
2892,2013-10-29,8230,6
2893,2014-04-20,9513,7
2894,2008-02-10,20884,7
2895,2010-06-30,50597,6
2896,2011-09-25,15986,1
2897,2002-09-01,81943,3
2898,2001-11-29,47216,3
2899,2015-01-21,33130,9
2900,2015-09-19,68684,10
2901,2010-02-18,25821,6
2902,2014-02-17,62695,5
2903,2013-03-12,62598,1
2904,2009-09-11,39093,3
2905,2012-10-05,75122,4
2906,2005-12-10,46798,2
2907,2015-11-03,42411,2
2908,2015-09-23,66753,9
2909,2012-05-21,77619,5
2910,2015-04-18,59785,4
2911,2003-10-16,86829,10
2912,2015-02-14,823,5
2913,2014-09-19,77403,10
2914,2014-06-01,86606,5
2915,2009-01-15,77889,7
2916,2010-09-26,74030,10
2917,2013-04-08,62184,10
2918,2015-10-22,76425,5
2919,2008-03-16,36127,7
2920,2015-06-21,29713,9
2921,2015-04-12,20092,7
2922,2015-02-01,68146,8
2923,2008-11-19,90145,8
2924,2011-07-02,55740,7
2925,2006-11-08,46745,6
2926,2012-02-11,8088,8
2927,2015-05-11,44545,8
2928,2015-01-01,77947,4
2929,2013-04-20,71683,4
2930,2015-12-04,18777,4
2931,2014-08-26,55710,8
2932,2015-05-16,13393,5
2933,2011-09-23,38274,3
2934,2012-09-30,29575,5
2935,2012-09-11,22167,10
2936,2015-07-12,78255,3
2937,2013-02-09,87997,2
2938,2007-09-03,20868,7
2939,2008-03-01,95373,1
2940,2014-12-09,34520,10
2941,2015-09-17,2591,4
2942,2015-03-14,18086,10
2943,2007-06-26,84261,2
2944,2014-05-08,51747,5
2945,2015-05-04,43316,2
2946,2013-12-04,23027,8
2947,2007-12-12,77955,6
2948,2006-09-24,87320,4
2949,2014-03-17,11980,3
2950,2012-05-12,72229,1
2951,2011-09-08,85968,7
2952,2015-10-13,72721,6
2953,2010-08-29,29495,3
2954,2015-05-16,81063,5
2955,2011-01-09,29045,8
2956,2013-06-28,33179,1
2957,2012-09-16,1608,1
2958,2015-06-23,5046,3
2959,2001-12-19,44509,9
2960,2010-08-08,64210,6
2961,2015-11-18,15506,9
2962,2013-09-08,83713,2
2963,2012-09-17,45782,10
2964,2005-12-09,40487,1
2965,2014-01-27,6701,10
2966,2012-01-31,24809,5
2967,2015-11-21,16272,3
2968,2015-07-21,45085,3
2969,2015-08-22,79889,7
2970,2013-06-19,18017,8
2971,2011-12-10,6044,1
2972,2015-08-09,92519,6
2973,2006-12-26,84376,4
2974,2013-12-30,50542,8
2975,2015-07-16,43789,9
2976,2015-02-03,58796,10
2977,2008-12-21,86880,1
2978,2015-12-19,71207,7
2979,2011-08-07,62106,2
2980,2008-02-25,71235,3
2981,2007-04-03,48359,1
2982,2015-10-30,41749,4
2983,2015-01-08,57881,7
2984,2014-05-25,26231,4
2985,2014-03-27,87533,2
2986,2010-11-06,67700,4
2987,2012-03-18,72869,3
2988,2010-12-23,13219,4
2989,2010-12-06,53493,1
2990,2010-03-31,60048,3
2991,2005-06-01,95577,9
2992,2010-09-23,80149,4
2993,2002-08-07,29507,1
2994,2014-10-13,59753,2
2995,2013-03-08,39251,8
2996,2014-12-17,75919,2
2997,2006-03-26,37854,6
2998,2014-05-14,16719,8
2999,2008-11-18,95505,5
3000,2015-09-19,69281,2
3001,2015-11-22,82319,8
3002,2004-02-19,65029,2
3003,2015-12-31,78262,10
3004,2013-08-21,78000,6
3005,2010-01-17,10624,1
3006,2014-02-02,34881,3
3007,2015-01-23,49285,8
3008,2015-12-25,91090,4
3009,2015-10-11,79646,7
3010,2014-11-12,44170,1
3011,2011-02-19,88132,4
3012,2011-09-09,66127,5
3013,2009-04-23,49815,4
3014,2010-04-09,87544,7
3015,2013-12-31,52699,10
3016,2015-11-29,85025,4
3017,2011-07-19,89564,3
3018,2005-12-13,82360,3
3019,2015-07-05,59794,8
3020,2015-06-07,35828,6
3021,2015-11-23,19711,5
3022,2013-11-30,47461,7
3023,2010-04-29,60630,6
3024,2012-09-16,90854,3
3025,2015-09-19,26582,2
3026,2015-10-03,66415,6
3027,2010-10-27,55955,5
3028,2004-11-08,86119,3
3029,2015-05-30,1366,4
3030,2015-08-21,35511,5
3031,2004-11-19,56538,9
3032,2010-03-22,58298,9
3033,2015-09-04,82072,3
3034,2009-07-11,92144,4
3035,2014-07-22,35421,10
3036,2010-06-07,37106,6
3037,2007-11-30,49462,8
3038,2015-12-25,30912,5
3039,2014-01-15,89838,10
3040,2013-08-30,3445,8
3041,2009-05-11,61486,4
3042,2012-10-12,2620,9
3043,2010-10-08,88835,1
3044,2010-09-04,21372,3
3045,2014-10-23,81790,1
3046,2015-07-29,17071,1
3047,2015-01-24,82804,8
3048,2012-07-26,11056,5
3049,2015-10-13,43014,1
3050,2013-08-29,1235,6
3051,2007-10-19,76411,1
3052,2006-11-28,83726,6
3053,2010-01-27,40104,5
3054,2015-09-11,39285,5
3055,2009-01-24,12914,3
3056,2014-12-06,81700,2
3057,2012-05-13,75307,10
3058,2012-07-28,61877,3
3059,2011-06-27,97656,5
3060,2014-06-03,90993,10
3061,2015-02-23,48435,7
3062,2014-08-24,4387,1
3063,2013-03-16,21612,9
3064,2011-04-19,82888,4
3065,2014-04-19,17930,1
3066,2011-11-30,94883,1
3067,2015-03-10,99696,7
3068,2011-08-31,48365,4
3069,2015-08-02,67674,4
3070,2014-08-18,38473,7
3071,2013-02-26,24262,4
3072,2015-10-30,65110,7
3073,2006-09-14,16688,5
3074,2004-05-17,78205,7
3075,2012-10-07,67094,10
3076,2013-09-27,45706,8
3077,2011-05-09,52698,5
3078,2005-10-03,11128,7
3079,2015-08-18,85190,5
3080,2011-11-17,3493,4
3081,2011-07-17,12137,1
3082,2011-10-16,85093,9
3083,2009-01-07,92544,4
3084,2008-09-20,55794,4
3085,2013-11-26,81616,6
3086,2007-03-20,33152,1
3087,2011-11-12,37903,8
3088,2015-12-24,55247,7
3089,2015-04-30,80674,3
3090,2009-01-11,81561,8
3091,2014-10-12,62209,9
3092,2009-06-22,67948,4
3093,2011-03-11,50487,3
3094,2014-02-25,25202,6
3095,2011-04-11,88934,4
3096,2002-11-15,35435,2
3097,2013-08-06,9959,9
3098,2015-05-29,66780,8
3099,2014-09-06,25838,6
3100,2015-06-24,35329,9
3101,2015-07-17,5324,3
3102,2015-07-14,26302,6
3103,2014-05-28,47343,10
3104,2010-06-22,92115,6
3105,2015-08-30,92036,8
3106,2015-05-23,96622,2
3107,2014-07-24,16573,4
3108,2011-02-28,28474,8
3109,2008-02-06,55341,4
3110,2014-05-18,61332,6
3111,2015-03-15,7311,9
3112,2014-10-30,41567,10
3113,2014-12-24,53831,3
3114,2014-11-19,47470,4
3115,2010-11-24,95904,9
3116,2015-12-18,49758,5
3117,2015-12-12,97429,9
3118,2012-03-08,31110,10
3119,2013-12-19,16747,4
3120,2015-12-25,33639,9
3121,2012-05-28,19387,7
3122,2014-11-04,49533,10
3123,2013-08-10,65134,6
3124,2011-05-27,24952,3
3125,2015-10-03,77921,7
3126,2012-05-16,85988,7
3127,2011-05-09,3047,9
3128,2013-09-09,22723,10
3129,2010-08-06,14414,8
3130,2009-04-10,84797,1
3131,2012-09-27,56825,7
3132,2008-08-13,31886,2
3133,2015-06-25,53997,8
3134,2015-11-12,64510,6
3135,2014-11-21,79816,3
3136,2011-10-22,85134,8
3137,2015-12-28,32971,9
3138,2013-03-10,24461,9
3139,2007-10-12,9560,9
3140,2014-08-19,64490,8
3141,2011-09-17,60982,2
3142,2012-08-04,45796,2
3143,2015-11-30,47505,5
3144,2007-11-09,47389,5
3145,2013-02-21,53279,4
3146,2015-07-26,93774,5
3147,2015-12-12,32254,3
3148,2015-02-23,12020,9
3149,2001-08-23,91608,1
3150,2009-01-21,76744,8
3151,2015-07-30,69960,9
3152,2015-11-25,64620,3
3153,2012-09-03,11479,2
3154,2015-06-30,75264,5
3155,2011-04-25,46559,3
3156,2011-10-15,9909,9
3157,2006-10-29,46001,2
3158,2014-01-22,53849,7
3159,2006-02-21,14353,7
3160,2008-05-22,33393,10
3161,2015-08-28,27551,8
3162,2015-12-02,83877,9
3163,2014-10-29,48529,5
3164,2015-10-13,53076,7
3165,2014-06-21,87707,2
3166,2013-12-02,62569,6
3167,2015-07-05,27377,8
3168,2009-06-02,87301,9
3169,2011-09-22,74307,7
3170,2014-07-11,36028,8
3171,2013-05-16,24903,6
3172,2015-09-18,68060,7
3173,2007-09-06,4469,2
3174,2010-03-08,75719,8
3175,2012-04-29,31723,2
3176,2015-10-06,5217,9
3177,2013-12-22,17937,7
3178,2011-04-16,29413,3
3179,2010-12-10,32823,2
3180,2010-11-10,27571,10
3181,2014-03-25,18170,4
3182,2014-05-10,59428,5
3183,2013-07-30,933,10
3184,2007-07-02,98462,9
3185,2015-03-19,13780,7
3186,2012-01-18,55906,8
3187,2003-06-10,18260,2
3188,2013-09-06,27427,3
3189,2014-11-12,68135,6
3190,2015-04-24,58897,6
3191,2015-10-09,40355,8
3192,2015-08-06,88883,5
3193,2015-06-15,66010,6
3194,2015-10-12,18772,3
3195,2013-11-30,16244,10
3196,2011-04-17,34932,5
3197,2015-10-07,17560,8
3198,2015-05-26,9023,5
3199,2015-07-19,77898,8
3200,2005-10-22,96602,10
3201,2005-12-10,69166,6
3202,2010-05-07,32825,7
3203,2014-04-25,10378,2
3204,2006-04-19,21422,10
3205,2009-08-12,87434,4
3206,2015-11-23,45597,9
3207,2008-02-13,61181,5
3208,2014-03-25,96907,9
3209,2013-12-24,38653,6
3210,2015-12-21,24372,4
3211,2011-03-10,98188,7
3212,2015-11-05,95291,5
3213,2009-02-03,54842,1
3214,2011-04-16,24092,4
3215,2015-10-31,77666,4
3216,2015-12-21,52157,10
3217,2014-07-10,84308,9
3218,2010-11-28,84068,2
3219,2008-04-10,45134,2
3220,2015-12-16,6370,4
3221,2015-06-03,10883,6
3222,2013-11-29,78029,1
3223,2011-03-05,50653,5
3224,2014-12-10,18123,4
3225,2014-12-08,79743,5
3226,2011-09-18,29482,2
3227,2006-02-08,86723,7
3228,2008-01-28,30764,9
3229,2013-02-22,64483,8
3230,2011-01-25,84000,6
3231,2014-06-16,85907,10
3232,2014-02-27,32812,8
3233,2014-04-16,88811,3
3234,2015-01-05,70438,5
3235,2010-07-18,3394,5
3236,2015-05-01,97890,6
3237,2009-11-01,86997,4
3238,2010-09-26,37990,9
3239,2013-09-08,32808,1
3240,2003-09-03,97593,3
3241,2007-02-06,41827,8
3242,2007-08-03,30457,7
3243,2013-11-24,81982,4
3244,2012-06-10,76044,1
3245,2014-09-16,60311,9
3246,2011-05-25,2831,9
3247,2010-09-09,38240,8
3248,2010-01-17,77226,7
3249,2015-11-02,99318,6
3250,2015-04-23,6372,5
3251,2011-10-27,99467,4
3252,2015-10-06,40210,5
3253,2015-04-25,89061,5
3254,2005-04-23,77035,7
3255,2015-10-31,86368,9
3256,2012-05-22,19480,6
3257,2009-04-22,88686,5
3258,2015-09-16,93959,2
3259,2010-07-08,84639,6
3260,2007-09-15,25534,4
3261,2015-12-05,37467,3
3262,2014-11-21,26284,8
3263,2004-09-09,44332,4
3264,2015-11-07,89819,5
3265,2013-09-21,91513,6
3266,2015-04-05,3490,2
3267,2015-08-05,84237,4
3268,2015-08-05,1175,7
3269,2014-10-22,49847,5
3270,2006-09-15,99202,5
3271,2009-04-08,59530,1
3272,2015-08-17,85676,4
3273,2013-10-25,59652,8
3274,2011-10-19,20406,1
3275,2015-12-30,81995,8
3276,2015-02-22,9798,3
3277,2012-10-08,89811,8
3278,2008-04-12,50140,6
3279,2015-04-14,28829,9
3280,2015-11-26,324,5
3281,2015-11-14,43162,7
3282,2013-05-22,22116,2
3283,2013-02-21,2477,3
3284,2015-07-18,30996,1
3285,2010-06-11,78926,4
3286,2015-02-03,52557,2
3287,2015-11-11,3306,8
3288,2007-05-09,24442,1
3289,2015-10-11,55752,10
3290,2011-05-24,51723,10
3291,2011-03-16,59143,5
3292,2015-12-19,57609,10
3293,2015-04-18,66370,10
3294,2010-03-07,69412,1
3295,2012-11-07,10806,7
3296,2015-12-30,78983,2
3297,2014-02-09,15162,5
3298,2015-01-12,68813,4
3299,2010-01-01,22253,8
3300,2014-09-07,97645,10
3301,2008-02-13,44654,10
3302,2014-07-21,2225,7
3303,2010-09-07,34436,5
3304,2014-12-15,13029,4
3305,2014-05-07,22206,7
3306,2012-03-14,63306,6
3307,2012-12-08,85845,5
3308,2009-06-23,21898,6
3309,2011-11-15,26893,6
3310,2010-03-18,47173,7
3311,2013-11-22,34650,9
3312,2015-07-30,49226,1
3313,2014-05-16,18112,7
3314,2005-11-02,69186,2
3315,2015-10-15,36754,3
3316,2014-08-16,87879,4
3317,2015-10-25,4156,4
3318,2014-03-26,16018,1
3319,2013-09-15,84157,8
3320,2015-10-29,17745,8
3321,2010-09-28,65323,10
3322,2015-05-04,67575,3
3323,2014-05-09,14042,2
3324,2015-07-29,74957,6
3325,2008-08-08,20088,6
3326,2012-11-25,32326,2
3327,2015-07-29,72175,4
3328,2015-06-12,23281,10
3329,2009-12-16,20654,1
3330,2014-07-31,39527,8
3331,2014-01-22,70913,6
3332,2005-02-22,32068,10
3333,2015-08-06,14332,8
3334,2013-09-22,64243,7
3335,2013-08-09,25591,10
3336,2014-11-15,58690,7
3337,2006-01-18,20467,4
3338,2014-06-10,38229,7
3339,2015-11-08,67419,3
3340,2014-02-02,82006,3
3341,2014-05-11,8133,3
3342,2015-03-31,46090,6
3343,2005-03-06,27096,1
3344,2015-07-18,84318,1
3345,2015-09-07,6856,5
3346,2014-10-29,46304,8
3347,2009-02-24,27740,3
3348,2012-09-30,29258,7
3349,2015-08-16,41809,2
3350,2014-12-23,79290,4
3351,2013-08-28,54295,4
3352,2012-10-19,95709,4
3353,2002-01-15,19833,8
3354,2010-06-22,44201,9
3355,2015-10-21,7002,8
3356,2012-03-15,64138,3
3357,2015-12-22,15771,2
3358,2012-01-15,66484,8
3359,2011-11-16,10745,5
3360,2011-12-16,91543,3
3361,2015-09-19,26323,7
3362,2011-04-02,17329,4
3363,2015-03-04,21225,7
3364,2009-10-19,14269,5
3365,2013-12-11,68384,4
3366,2010-08-20,457,7
3367,2006-04-19,96482,2
3368,2014-12-23,88069,6
3369,2013-05-29,7522,9
3370,2013-02-18,2423,3
3371,2014-11-21,74365,8
3372,2013-09-09,35852,6
3373,2010-12-02,45788,2
3374,2015-12-23,50729,4
3375,2011-01-30,34614,10
3376,2011-09-12,50047,10
3377,2013-11-29,93330,3
3378,2013-06-01,73469,3
3379,2012-09-02,16234,10
3380,2014-06-25,72191,5
3381,2011-12-03,31884,8
3382,2014-06-08,93029,5
3383,2013-09-23,21338,10
3384,2010-03-21,59006,10
3385,2014-06-09,43729,7
3386,2014-06-24,60419,1
3387,2008-10-29,39782,8
3388,2009-01-17,50208,1
3389,2011-01-18,78828,8
3390,2015-11-08,70093,10
3391,2010-11-26,94259,1
3392,2008-11-01,18075,10
3393,2009-06-03,27754,10
3394,2013-10-22,61097,10
3395,2014-04-16,73221,1
3396,2012-01-30,29526,6
3397,2012-06-11,44281,8
3398,2015-08-26,50705,4
3399,2014-04-12,46436,2
3400,2014-11-03,83053,2
3401,2015-06-18,85163,9
3402,2012-11-26,79472,8
3403,2014-04-07,955,4
3404,2013-11-14,4106,1
3405,2015-12-31,27024,4
3406,2015-11-26,899,1
3407,2015-06-09,33556,1
3408,2012-06-13,97293,3
3409,2012-07-20,81503,8
3410,2004-11-21,6969,1
3411,2011-12-03,14396,4
3412,2015-06-18,43653,9
3413,2015-11-09,43341,10
3414,2006-05-04,59699,10
3415,2015-08-02,81829,10
3416,2015-04-07,29173,3
3417,2007-07-21,89171,7
3418,2015-12-15,62084,6
3419,2014-03-05,31966,3
3420,2013-04-06,98351,9
3421,2015-06-21,41132,3
3422,2011-09-10,9744,7
3423,2015-12-16,18557,3
3424,2004-07-25,44123,5
3425,2006-01-05,37556,1
3426,2003-08-31,4657,6
3427,2013-07-29,96597,1
3428,2015-01-01,67057,6
3429,2015-10-22,25289,3
3430,2013-09-25,58765,5
3431,2010-08-25,85471,6
3432,2014-04-02,59386,2
3433,2011-01-16,95982,5
3434,2013-03-27,18369,7
3435,2013-01-08,33749,9
3436,2015-10-24,74194,8
3437,2009-03-21,31235,9
3438,2015-07-25,62169,9
3439,2006-04-10,75346,10
3440,2015-04-21,94889,8
3441,2015-11-16,8973,1
3442,2015-02-08,41652,5
3443,2015-02-13,36435,9
3444,2012-09-09,11772,3
3445,2014-06-01,41844,5
3446,2012-01-01,97380,7
3447,2004-08-12,18968,7
3448,2006-10-16,50496,7
3449,2010-12-07,14527,1
3450,2014-07-11,89323,7
3451,2014-09-23,85731,2
3452,2012-11-20,6552,6
3453,2014-01-04,46617,4
3454,2011-02-20,27424,5
3455,2003-08-18,53847,3
3456,2015-06-03,64857,6
3457,2015-10-21,65231,10
3458,2007-05-29,92615,4
3459,2015-05-28,94969,8
3460,2012-06-04,53996,2
3461,2015-04-22,10960,6
3462,2003-02-16,38908,3
3463,2014-12-18,18418,6
3464,2007-05-30,54956,9
3465,2008-12-25,4619,3
3466,2008-06-07,25384,4
3467,2014-08-28,31691,8
3468,2009-06-05,40995,10
3469,2014-12-02,67315,2
3470,2015-01-17,19273,9
3471,2013-02-08,37392,10
3472,2015-06-27,59217,10
3473,2010-06-10,23934,7
3474,2009-09-19,33166,8
3475,2015-09-17,96429,9
3476,2014-11-30,38917,6
3477,2015-11-18,12065,1
3478,2011-11-26,60024,10
3479,2015-01-20,67475,3
3480,2005-09-30,15649,1
3481,2012-03-18,48245,10
3482,2013-05-27,41978,7
3483,2015-12-28,1395,5
3484,2015-12-21,99993,7
3485,2011-08-20,38485,7
3486,2007-09-27,53018,6
3487,2015-10-13,63777,8
3488,2015-07-06,43476,3
3489,2011-10-19,49725,2
3490,2009-08-18,56301,2
3491,2008-01-17,90098,6
3492,2015-08-13,76649,1
3493,2015-09-13,91244,2
3494,2015-08-02,15262,3
3495,2012-11-05,12542,6
3496,2014-05-26,72643,9
3497,2014-09-17,29794,8
3498,2013-05-12,12135,5
3499,2015-02-07,13598,10
3500,2009-10-25,54941,1
3501,2015-11-16,16450,6
3502,2015-08-03,38549,7
3503,2013-11-15,24782,10
3504,2011-03-12,72966,4
3505,2015-10-18,6001,5
3506,2009-01-28,58408,1
3507,2012-02-25,46252,6
3508,2011-02-14,3806,1
3509,2012-05-28,69140,4
3510,2009-02-03,10384,8
3511,2015-07-01,2198,4
3512,2009-03-23,23863,6
3513,2013-03-31,41877,7
3514,2013-03-04,34193,2
3515,2013-06-22,84016,7
3516,2015-12-12,80020,1
3517,2008-09-22,22975,5
3518,2014-02-21,36799,5
3519,2014-06-14,26235,10
3520,2011-03-28,83660,4
3521,2015-04-16,79229,6
3522,2015-01-06,93314,9
3523,2013-10-16,78910,10
3524,2010-04-04,54407,9
3525,2008-12-03,26110,8
3526,2004-02-22,95603,3
3527,2013-06-04,36065,3
3528,2014-07-21,59487,1
3529,2012-09-11,32787,4
3530,2006-10-17,87516,6
3531,2014-06-19,31020,1
3532,2015-10-05,90081,6
3533,2014-04-07,96751,8
3534,2015-12-31,5052,3
3535,2011-04-14,28428,4
3536,2001-01-18,42089,3
3537,2012-02-18,54182,3
3538,2012-07-20,97824,4
3539,2009-11-22,84398,2
3540,2014-11-08,29129,8
3541,2015-08-18,71854,10
3542,2015-12-01,63851,2
3543,2015-04-05,81282,8
3544,2012-06-02,82977,6
3545,2013-06-29,77664,10
3546,2014-01-28,99790,9
3547,2014-02-16,51704,1
3548,2002-12-04,27656,2
3549,2006-10-10,51223,3
3550,2014-05-03,87407,4
3551,2011-09-29,10598,3
3552,2015-08-31,71041,9
3553,2015-07-28,65551,2
3554,2014-09-01,67046,2
3555,2015-05-17,75903,5
3556,2015-09-14,4710,5
3557,2012-11-20,61479,4
3558,2013-12-16,19835,6
3559,2014-06-26,71388,2
3560,2012-07-18,75009,10
3561,2010-01-25,93183,9
3562,2011-09-24,14889,3
3563,2013-12-07,62967,10
3564,2015-10-24,99405,4
3565,2011-11-24,96922,8
3566,2014-07-30,10462,9
3567,2014-07-31,19531,3
3568,2012-04-05,54489,2
3569,2009-11-03,13053,4
3570,2007-05-18,19448,6
3571,2014-02-25,82901,8
