id,created_on,creator_id,content_id
3706,2015-12-02,163,3
3707,2013-07-10,839,1
3708,2012-05-25,38,3
3709,2015-02-22,824,1
3710,2013-12-06,929,2
3711,2007-01-03,465,2
3712,2000-08-19,802,4
3713,2005-06-29,466,3
3714,2015-02-10,334,3
3715,2012-09-25,738,1
3716,2015-09-02,315,4
3717,2004-09-09,451,3
3718,2015-08-03,293,1
3719,2015-07-26,471,2
3720,2015-02-20,294,1
3721,2015-10-11,652,3
3722,2014-11-04,670,3
3723,2015-10-12,426,1
3724,2014-01-27,595,4
3725,2014-10-05,958,3
3726,2009-10-12,313,2
3727,2014-05-05,879,3
3728,2004-04-14,442,2
3729,2014-06-19,605,1
3730,2015-08-02,881,3
3731,2011-06-24,665,2
3732,2014-09-03,17,3
3733,2014-11-26,560,1
3734,2015-12-13,794,3
3735,2006-09-07,473,4
3736,2015-11-11,867,3
3737,2015-12-22,46,1
3738,2014-07-08,35,3
3739,2011-12-29,807,3
3740,2009-07-06,609,1
3741,2010-10-28,905,3
3742,2012-02-07,908,1
3743,2015-10-17,142,2
3744,2015-01-19,61,3
3745,2015-09-13,598,2
3746,2015-08-15,49,2
3747,2015-12-02,732,1
3748,2005-08-25,466,3
3749,2010-07-28,395,4
3750,2007-10-18,588,2
3751,2013-10-29,183,4
3752,2012-08-16,181,2
3753,2010-09-22,640,2
3754,2013-03-21,582,4
3755,2014-12-25,312,1
3756,2013-12-10,926,1
3757,2007-05-06,358,1
3758,2013-04-07,550,3
3759,2015-10-21,91,4
3760,2011-11-17,527,1
3761,2015-10-08,250,1
3762,2013-10-04,839,1
3763,2013-06-16,149,4
3764,2002-10-09,491,2
3765,2015-09-19,554,2
3766,2015-12-22,350,4
3767,2014-12-26,740,4
3768,2013-08-22,496,4
3769,2014-04-12,990,1
3770,2015-03-17,458,4
3771,2015-06-13,434,2
3772,2002-07-27,509,3
3773,2003-02-27,704,1
3774,2005-04-11,706,2
3775,2012-12-14,554,4
3776,2015-10-21,956,3
3777,2013-08-28,804,2
3778,2015-11-13,434,4
3779,2005-02-09,273,3
3780,2008-01-31,832,1
3781,2011-12-10,464,2
3782,2015-06-08,245,3
3783,2014-11-09,573,3
3784,2014-01-01,600,2
3785,2012-04-11,172,4
3786,2013-09-05,787,3
3787,2010-09-17,81,1
3788,2013-01-17,482,1
3789,2014-01-19,707,3
3790,2012-12-06,341,1
3791,2015-11-26,623,3
3792,2015-11-24,216,2
3793,2012-05-18,728,2
3794,2015-05-21,68,3
3795,2015-05-27,163,4
3796,2014-01-20,350,2
3797,2015-07-04,961,4
3798,2013-03-10,589,3
3799,2015-01-26,462,3
3800,2008-04-23,625,2
3801,2015-12-27,783,3
3802,2011-05-27,71,4
3803,2015-04-24,841,2
3804,2012-05-01,609,2
3805,2012-05-09,323,3
3806,2015-03-24,186,3
3807,2012-03-01,205,1
3808,2007-11-04,327,4
3809,2012-05-06,106,2
3810,2009-01-18,593,2
3811,2014-10-25,713,1
3812,2013-09-22,527,4
3813,2005-03-30,874,2
3814,2015-12-22,241,4
3815,2015-10-05,515,1
3816,2013-03-05,23,2
3817,2014-10-04,938,4
3818,2008-11-27,247,2
3819,2011-10-29,837,3
3820,2015-08-22,222,4
3821,2015-05-28,917,2
3822,2011-11-12,894,2
3823,2012-07-05,289,2
3824,2005-08-13,821,2
3825,2013-03-27,687,3
3826,2001-04-09,966,1
3827,2015-06-08,221,1
3828,2012-05-30,873,1
3829,2015-12-31,958,4
3830,2014-09-06,29,2
3831,2014-02-06,752,2
3832,2013-02-25,822,3
3833,2015-09-26,306,1
3834,2006-06-04,417,1
3835,2013-11-11,130,4
3836,2015-09-15,421,4
3837,2006-08-23,612,3
3838,2008-12-17,300,2
3839,2015-10-22,247,1
3840,2004-12-24,830,2
3841,2014-07-26,130,4
3842,2015-06-10,950,1
3843,2015-11-25,540,2
3844,2009-06-28,782,2
3845,2015-01-21,601,3
3846,2015-11-17,494,3
3847,2003-09-06,8,2
3848,2015-02-20,2,3
3849,2001-08-05,193,2
3850,2009-03-18,577,2
3851,2007-12-17,4,3
3852,2011-04-28,777,3
3853,2015-03-17,621,1
3854,2014-07-25,512,4
3855,2015-05-14,259,2
3856,2011-05-14,782,3
3857,2012-04-19,911,4
3858,2012-06-23,454,3
3859,2015-05-10,202,2
3860,2006-11-08,947,3
3861,2013-05-21,288,1
3862,2007-08-30,128,4
3863,2003-07-10,152,3
3864,2014-08-25,559,4
3865,2015-10-24,909,3
3866,2014-01-21,418,2
3867,2006-06-15,503,2
3868,2008-03-19,72,3
3869,2010-03-19,426,2
3870,2015-12-30,352,4
3871,2011-12-10,905,1
3872,2015-09-11,177,2
3873,2015-08-27,131,3
3874,2011-07-11,674,4
3875,2012-02-05,283,1
3876,2015-04-19,765,1
3877,2009-05-08,661,3
3878,2008-12-18,286,4
3879,2014-05-25,804,1
3880,2004-04-09,617,4
3881,2013-09-22,585,3
3882,2004-06-24,681,2
3883,2009-12-10,614,3
3884,2013-01-15,477,2
3885,2009-06-01,409,1
3886,2011-04-25,22,2
3887,2012-11-04,340,3
3888,2013-11-01,83,3
3889,2014-07-20,513,4
3890,2011-06-11,685,2
3891,2009-04-09,546,2
3892,2011-08-21,399,1
3893,2011-07-01,110,3
3894,2009-08-05,668,3
3895,2015-06-10,480,1
3896,2012-08-05,300,2
3897,2015-10-29,514,2
3898,2014-02-25,922,1
3899,2011-02-24,295,1
3900,2008-11-10,13,1
3901,2015-12-11,325,4
3902,2010-05-10,894,1
3903,2003-08-27,697,3
3904,2014-12-07,305,2
3905,2015-02-24,533,4
3906,2008-09-29,436,1
3907,2015-12-15,212,4
3908,2009-07-20,196,4
3909,2003-08-19,303,2
3910,2011-12-05,751,2
3911,2010-05-08,240,1
3912,2015-11-28,653,1
3913,2013-06-13,355,1
3914,2015-09-06,999,4
3915,2014-03-22,380,4
3916,2013-05-17,210,4
3917,2010-04-10,171,2
3918,2015-12-12,61,4
3919,2015-01-05,956,3
3920,2015-10-10,805,2
3921,2015-09-17,219,2
3922,2004-09-10,778,2
3923,2012-09-02,525,4
3924,2012-03-02,706,3
3925,2013-12-29,538,3
3926,2014-05-22,491,3
3927,2015-12-27,703,3
3928,2011-07-01,782,1
3929,2013-09-10,504,4
3930,2010-01-17,55,2
3931,2009-06-02,506,3
3932,2014-09-26,105,2
3933,2013-02-01,366,4
3934,2014-07-07,350,3
3935,2014-11-14,41,1
3936,2011-02-11,28,2
3937,2015-07-05,136,4
3938,2011-01-05,307,4
3939,2011-01-08,73,3
3940,2015-10-02,691,1
3941,2009-11-18,405,1
3942,2011-07-11,235,2
3943,2013-12-17,682,2
3944,2013-11-26,404,1
3945,2013-05-25,333,3
3946,2014-05-12,76,2
3947,2015-10-30,508,4
3948,2015-04-27,678,3
3949,2008-11-27,802,2
3950,2007-02-28,222,1
3951,2004-07-22,203,4
3952,2015-12-19,66,2
3953,2003-02-22,391,3
3954,2011-08-17,301,3
3955,2015-11-06,724,4
3956,2013-10-06,453,4
3957,2013-01-07,547,3
3958,2006-09-26,60,4
3959,2009-05-29,309,2
3960,2011-11-05,91,4
3961,2014-05-26,887,2
3962,2005-06-24,898,1
3963,2012-05-17,128,2
3964,2006-03-03,213,4
3965,2015-11-18,971,2
3966,2012-08-04,609,2
3967,2015-08-08,407,1
3968,2015-03-10,908,1
3969,2005-09-30,772,2
3970,2015-09-05,49,3
3971,2015-11-07,257,2
3972,2015-08-24,203,3
3973,2012-02-14,497,2
3974,2007-01-14,737,4
3975,2012-10-13,948,3
3976,2007-03-09,384,2
3977,2003-06-16,561,1
3978,2012-04-25,686,2
3979,2013-12-08,248,1
3980,2014-11-26,330,4
3981,2011-07-13,717,1
3982,2014-07-26,746,1
3983,2013-10-29,170,4
3984,2015-12-14,52,1
3985,2014-01-31,428,1
3986,2003-06-09,886,3
3987,2010-05-06,317,4
3988,2013-04-23,984,2
3989,2010-04-11,506,2
3990,2012-07-08,775,1
3991,2009-07-16,658,3
3992,2006-11-07,957,1
3993,2009-02-13,423,1
3994,2013-11-04,716,4
3995,2014-08-18,89,2
3996,2015-09-16,474,3
3997,2014-04-13,901,2
3998,2015-06-23,653,3
3999,2009-04-28,341,1
4000,2004-08-09,207,2
4001,2014-07-07,42,2
4002,2012-12-15,125,4
4003,2003-01-02,4,2
4004,2010-09-05,242,3
4005,2015-08-09,90,4
4006,2014-07-12,201,4
4007,2015-05-29,220,4
4008,2011-09-20,303,1
4009,2014-08-10,573,3
4010,2014-10-30,119,3
4011,2015-08-28,583,4
4012,2007-04-20,607,1
4013,2015-11-08,95,3
4014,2015-08-16,255,4
4015,2015-11-14,351,2
4016,2013-10-09,482,2
4017,2012-12-22,722,2
4018,2012-07-23,237,4
4019,2008-06-07,138,3
4020,2015-11-11,212,3
4021,2009-02-01,797,1
4022,2015-04-22,956,2
4023,2012-10-20,174,4
4024,2008-04-17,59,2
4025,2013-08-19,552,1
4026,2015-05-08,747,2
4027,2015-07-08,757,1
4028,2011-11-06,942,4
4029,2013-10-15,245,1
4030,2013-11-16,684,1
4031,2014-05-20,90,1
4032,2010-11-08,583,1
4033,2012-03-15,792,3
4034,2015-04-15,279,1
4035,2015-11-29,514,2
4036,2014-02-04,386,1
4037,2013-12-02,463,2
4038,2014-07-04,195,3
4039,2015-12-12,532,3
4040,2013-02-28,251,4
4041,2009-02-11,435,3
4042,2010-06-16,181,4
4043,2014-05-17,545,3
4044,2003-06-12,171,2
4045,2012-03-24,261,3
4046,2012-05-21,39,4
4047,2015-11-07,499,1
4048,2014-03-27,404,1
4049,2004-12-08,185,4
4050,2012-03-07,866,4
4051,2014-05-26,833,3
4052,2015-08-16,208,1
4053,2014-02-13,933,1
4054,2007-04-29,683,4
4055,2015-01-25,929,1
4056,2015-04-17,197,1
4057,2013-07-27,106,2
4058,2004-04-02,321,3
4059,2014-11-01,61,3
4060,2009-10-01,859,1
4061,2004-07-05,618,1
4062,2003-08-05,333,1
4063,2013-08-11,206,4
4064,2013-04-01,91,2
4065,2013-12-20,680,1
4066,2015-10-13,560,3
4067,2015-12-12,915,2
4068,2012-02-12,433,4
4069,2015-11-26,66,1
4070,2012-04-16,912,1
4071,2014-08-19,971,3
4072,2015-08-17,259,2
4073,2015-05-15,850,3
4074,2015-12-31,714,4
4075,2014-07-07,494,1
4076,2009-12-15,152,1
4077,2003-06-14,296,3
4078,2015-03-14,721,4
4079,2015-02-10,863,3
4080,2014-11-26,898,2
4081,2015-06-13,265,3
4082,2005-08-22,277,2
4083,2013-08-31,292,3
4084,2014-01-12,187,2
4085,2015-10-26,3,2
4086,2015-02-19,900,4
4087,2015-03-28,252,2
4088,2008-12-09,19,2
4089,2003-04-17,358,3
4090,2006-03-30,117,2
4091,2010-08-30,519,1
4092,2012-10-28,360,3
4093,2007-12-14,276,3
4094,2015-01-30,495,3
4095,2014-09-18,594,4
4096,2015-12-30,531,3
4097,2015-08-03,880,3
4098,2015-08-23,478,4
4099,2014-01-09,496,3
4100,2005-03-23,33,2
4101,2012-06-20,643,2
4102,2014-08-28,78,3
4103,2006-05-21,633,4
4104,2012-02-29,543,4
4105,2014-05-18,834,3
4106,2011-12-20,957,4
4107,2012-12-28,494,1
4108,2015-06-19,493,1
4109,2013-11-10,64,4
4110,2014-07-16,197,1
4111,2012-07-29,914,4
4112,2014-08-29,692,4
4113,2014-11-15,522,2
4114,2014-11-19,175,4
4115,2008-04-11,146,2
4116,2013-07-26,519,3
4117,2015-12-28,142,1
4118,2014-07-11,840,3
4119,2015-09-27,542,2
4120,2011-03-24,69,1
4121,2013-03-24,850,3
4122,2015-10-27,455,2
4123,2005-06-30,837,4
4124,2015-04-03,565,3
4125,2013-10-18,491,3
4126,2011-05-14,836,1
4127,2015-01-27,988,3
4128,2012-04-12,575,4
4129,2014-04-21,362,3
4130,2009-09-13,211,4
4131,2008-08-23,959,2
4132,2014-12-24,961,2
4133,2015-04-11,400,1
4134,2009-11-15,487,2
4135,2010-08-19,654,2
4136,2012-04-09,248,4
4137,2015-04-05,131,3
4138,2011-04-22,406,3
4139,2014-06-17,825,1
4140,2014-04-17,610,3
4141,2015-12-06,230,1
4142,2013-02-24,947,1
4143,2009-11-21,60,3
4144,2013-12-08,42,2
4145,2004-04-21,301,3
4146,2013-10-16,878,4
4147,2013-08-30,203,3
4148,2014-10-14,939,2
4149,2008-06-25,677,3
4150,2010-10-22,598,2
4151,2004-02-16,646,2
4152,2008-05-21,691,3
4153,2010-07-27,384,4
4154,2008-10-30,383,3
4155,2006-06-11,758,1
4156,2012-08-03,170,4
4157,2009-07-27,487,2
4158,2014-04-04,740,4
4159,2015-05-31,589,3
4160,2015-01-23,160,4
4161,2015-02-02,885,2
4162,2007-06-24,581,4
4163,2014-03-01,370,2
4164,2015-09-19,385,4
4165,2015-07-22,906,3
4166,2007-07-28,673,2
4167,2014-08-16,338,2
4168,2015-01-30,620,1
4169,2014-09-02,469,3
4170,2015-10-29,894,1
4171,2012-04-15,888,2
4172,2014-11-10,735,4
4173,2015-11-18,817,1
4174,2011-12-26,739,4
4175,2010-12-04,845,3
4176,2009-09-06,117,2
4177,2005-07-29,832,1
4178,2010-07-09,356,2
4179,2009-11-03,183,3
4180,2015-08-01,32,3
4181,2012-08-31,74,4
4182,2014-08-25,973,2
4183,2008-04-10,262,3
4184,2014-01-01,846,1
4185,2015-05-13,615,4
4186,2014-04-09,493,1
4187,2015-06-24,834,4
4188,2015-08-08,359,1
4189,2005-06-20,696,1
4190,2014-12-14,877,4
4191,2014-11-06,494,3
4192,2015-02-22,564,3
4193,2014-10-19,393,4
4194,2015-06-07,734,2
4195,2013-06-09,640,4
4196,2012-12-29,154,4
4197,2010-07-31,546,4
4198,2014-05-06,622,1
4199,2001-06-17,606,4
4200,2005-06-14,525,2
4201,2015-04-04,561,4
4202,2015-12-28,619,2
4203,2013-04-25,833,3
4204,2014-10-13,580,3
4205,2015-07-17,400,2
4206,2014-10-16,61,2
4207,2005-03-22,893,1
4208,2012-04-13,107,1
4209,2012-12-20,141,1
4210,2008-04-25,408,1
4211,2009-05-03,383,4
4212,2011-08-18,972,3
4213,2015-10-28,732,2
4214,2005-04-19,39,2
4215,2015-05-05,781,4
4216,2014-03-01,948,3
4217,2001-04-28,511,1
4218,2015-10-08,778,3
4219,2010-03-10,105,3
4220,2015-02-28,220,3
4221,2011-01-25,814,3
4222,2011-07-03,152,4
4223,2002-08-26,670,2
4224,2004-11-06,741,2
4225,2015-03-20,135,2
4226,2013-01-08,941,2
4227,2015-04-15,649,3
4228,2007-04-01,346,2
4229,2001-04-10,422,4
4230,2012-12-06,973,2
4231,2013-08-09,56,2
4232,2008-08-13,681,3
4233,2015-11-10,365,1
4234,2012-04-08,406,4
4235,2015-12-17,590,4
4236,2005-09-23,322,1
4237,2014-02-02,141,1
4238,2010-04-15,466,1
4239,2015-12-21,876,4
4240,2007-12-08,438,3
4241,2013-10-14,915,4
4242,2015-01-30,578,1
4243,2006-01-28,417,1
4244,2009-09-06,128,2
4245,2006-01-28,924,4
4246,2006-09-01,691,4
4247,2014-08-11,755,3
4248,2015-12-05,455,2
4249,2010-02-28,888,2
4250,2015-06-29,324,1
4251,2013-07-21,395,1
4252,2015-10-20,482,2
4253,2014-09-02,178,3
4254,2011-04-26,38,2
4255,2013-04-19,565,2
4256,2011-09-01,922,1
4257,2008-09-29,285,3
4258,2010-07-16,506,4
4259,2011-12-09,852,3
4260,2012-04-22,274,4
4261,2015-06-12,456,1
4262,2008-07-25,606,4
4263,2013-10-06,298,1
4264,2014-06-25,874,1
4265,2015-01-10,379,3
4266,2010-11-27,616,2
4267,2002-03-13,725,1
4268,2015-09-29,975,1
4269,2011-04-17,207,3
4270,2015-09-30,64,1
4271,2013-09-26,987,3
4272,2015-12-25,996,1
4273,2013-03-20,994,4
4274,2015-12-26,514,2
4275,2012-08-30,879,3
4276,2009-10-01,685,3
4277,2009-01-20,120,2
4278,2011-01-27,41,2
4279,2014-02-01,736,4
4280,2014-07-15,526,3
4281,2004-04-05,282,3
4282,2015-10-08,757,3
4283,2014-01-04,169,4
4284,2006-06-27,807,4
4285,2002-08-30,810,4
4286,2006-12-29,693,4
4287,2014-03-12,387,2
4288,2012-11-24,10,2
4289,2015-10-27,189,3
4290,2007-09-09,693,3
4291,2013-07-10,932,3
4292,2013-09-29,323,1
4293,2008-07-24,111,4
4294,2007-04-11,913,3
4295,2009-12-27,19,2
4296,2015-12-28,903,1
4297,2014-05-21,722,3
4298,2003-12-07,872,2
4299,2015-03-15,56,2
4300,2007-06-14,613,4
4301,2012-08-16,518,4
4302,2009-05-23,49,4
4303,2015-03-22,432,2
4304,2007-02-13,927,4
4305,2015-05-31,306,3
4306,2010-08-16,1000,4
4307,2010-10-08,847,3
4308,2007-09-24,65,1
4309,2015-08-09,345,1
4310,2015-05-21,554,3
4311,2015-01-15,805,3
4312,2012-03-01,137,3
4313,2014-01-16,605,1
4314,2015-12-16,236,1
4315,2015-11-09,945,4
4316,2015-11-30,597,1
4317,2014-06-15,512,1
4318,2011-03-27,71,2
4319,2015-11-15,112,4
4320,2012-10-20,479,2
4321,2015-05-27,565,3
4322,2010-10-25,807,1
4323,2008-10-19,574,2
4324,2012-04-02,68,4
4325,2015-11-30,203,3
4326,2014-08-12,558,1
4327,2010-11-10,898,1
4328,2015-02-23,968,3
4329,2015-02-10,841,1
4330,2004-12-29,93,3
4331,2015-08-27,166,3
4332,2010-09-15,563,3
4333,2015-10-26,811,4
4334,2013-10-01,364,4
4335,2015-09-21,677,3
4336,2007-06-02,630,4
4337,2011-05-03,883,1
4338,2010-02-18,253,2
4339,2006-06-30,19,4
4340,2012-11-02,326,4
4341,2010-07-21,624,3
4342,2012-01-21,908,2
4343,2015-10-01,288,2
4344,2012-12-26,864,3
4345,2015-04-21,362,3
4346,2013-04-06,537,4
4347,2009-04-03,685,4
4348,2013-07-23,923,1
4349,2008-08-07,27,2
4350,2013-10-18,619,3
4351,2015-04-22,532,1
4352,2002-04-01,472,1
4353,2004-06-16,815,3
4354,2015-12-27,294,3
4355,2015-10-16,243,4
4356,2006-07-12,237,4
4357,2015-12-12,564,1
4358,2015-09-22,334,2
4359,2013-06-18,209,3
4360,2015-03-21,149,3
4361,2012-02-23,482,3
4362,2006-01-11,105,3
4363,2014-10-17,896,2
4364,2011-11-21,801,2
4365,2008-11-15,444,4
4366,2009-11-17,401,1
4367,2013-11-24,169,1
4368,2010-06-02,378,4
4369,2012-11-16,29,2
4370,2014-10-04,311,4
4371,2006-08-14,98,3
4372,2015-12-25,867,2
4373,2010-11-05,916,1
4374,2015-04-27,256,4
4375,2011-06-22,115,1
4376,2009-06-02,283,1
4377,2015-05-10,959,3
4378,2015-01-05,228,3
4379,2008-04-12,323,3
4380,2010-12-12,41,1
4381,2010-09-18,67,2
4382,2013-09-01,209,1
4383,2007-01-24,271,3
4384,2014-04-21,934,1
4385,2015-10-15,754,2
4386,2014-09-18,948,2
4387,2014-07-07,844,4
4388,2011-06-22,118,1
4389,2012-10-29,378,2
4390,2005-09-13,391,1
4391,2015-07-01,848,3
4392,2011-11-08,262,1
4393,2008-10-07,973,4
4394,2003-01-08,491,4
4395,2006-03-26,796,4
4396,2006-09-01,327,4
4397,2006-12-24,995,3
4398,2013-03-01,496,4
4399,2014-05-08,348,1
4400,2004-01-19,193,1
4401,2013-08-05,105,2
4402,2009-11-12,568,1
4403,2015-12-27,748,3
4404,2015-10-26,592,4
4405,2011-11-27,148,2
4406,2012-07-05,615,2
4407,2008-10-12,300,4
4408,2013-08-08,114,1
4409,2015-04-16,510,4
4410,2012-10-24,165,1
4411,2014-05-09,389,3
4412,2014-08-17,559,2
4413,2011-10-22,656,3
4414,2010-12-25,257,1
4415,2015-01-01,530,3
4416,2013-06-11,943,3
4417,2011-09-19,798,4
4418,2010-05-19,239,3
4419,2000-11-14,15,4
4420,2014-12-17,175,4
4421,2011-03-27,262,4
4422,2012-11-12,571,1
4423,2007-12-17,461,1
4424,2015-10-17,868,3
4425,2013-06-16,200,3
4426,2010-06-29,84,3
4427,2012-09-26,387,2
4428,2015-12-02,621,2
4429,2010-11-05,942,1
4430,2015-10-12,97,3
4431,2014-06-13,606,3
4432,2015-10-23,644,2
4433,2014-09-06,221,1
4434,2015-11-04,38,4
4435,2014-07-23,105,2
4436,2011-10-26,741,3
4437,2014-10-08,754,1
4438,2006-06-02,1000,1
4439,2015-01-19,589,3
4440,2007-06-14,854,3
4441,2012-09-26,966,4
4442,2015-07-17,548,3
4443,2015-12-18,66,1
4444,2005-09-20,125,3
4445,2011-10-19,922,4
4446,2014-07-10,643,1
4447,2007-06-17,923,1
4448,2012-02-29,852,3
4449,2014-02-10,467,4
4450,2009-11-08,993,4
4451,2008-09-10,214,2
4452,2012-02-15,744,1
4453,2010-10-24,422,3
4454,2007-03-25,753,3
4455,2011-08-01,601,3
4456,2014-01-12,949,1
4457,2014-10-19,836,1
4458,2014-07-11,882,2
4459,2003-07-31,86,4
4460,2015-06-08,659,2
4461,2015-11-01,679,3
4462,2010-06-12,196,3
4463,2015-12-19,471,4
4464,2015-03-19,140,2
4465,2015-06-29,499,3
4466,2014-04-25,363,1
4467,2012-12-12,962,3
4468,2014-08-26,931,2
4469,2015-05-14,397,1
4470,2002-07-28,235,2
4471,2000-01-30,709,4
4472,2002-03-18,741,2
4473,2014-12-19,391,4
4474,2014-04-18,297,3
4475,2013-04-12,170,3
4476,2011-06-02,11,4
4477,2015-04-18,265,2
4478,2015-11-11,488,1
4479,2015-12-11,236,1
4480,2010-07-27,558,1
4481,2013-04-10,449,4
4482,2009-09-14,545,3
4483,2010-09-30,240,1
4484,2015-10-01,177,3
4485,2010-12-30,28,1
4486,2006-01-16,473,1
4487,2015-10-24,85,4
4488,2014-03-04,395,1
4489,2013-05-27,842,3
4490,2008-04-03,478,3
4491,2011-10-11,987,1
4492,2015-10-29,841,2
4493,2015-05-18,781,3
4494,2014-05-17,562,2
4495,2015-02-23,279,2
4496,2005-11-04,951,3
4497,2011-08-31,290,1
4498,2014-05-17,846,1
4499,2011-07-28,101,3
4500,2011-08-07,216,4
4501,2009-03-10,630,4
4502,2015-03-15,320,1
4503,2012-05-09,132,1
4504,2012-06-13,569,1
4505,2014-09-26,625,1
4506,2005-07-23,173,1
4507,2015-03-11,205,4
4508,2005-10-28,738,3
4509,2013-12-24,30,4
4510,2011-04-20,358,1
4511,2013-02-08,196,2
4512,2013-01-19,516,2
4513,2009-03-13,632,4
4514,2003-02-15,591,4
4515,2010-05-19,733,2
4516,2015-10-30,659,3
4517,2015-09-16,431,4
4518,2005-09-15,691,3
4519,2014-07-06,967,4
4520,2007-12-14,556,4
4521,2010-06-09,752,2
4522,2015-07-13,393,4
4523,2015-11-15,620,2
4524,2009-09-17,72,1
4525,2011-04-01,136,1
4526,2014-11-04,641,4
4527,2013-07-30,647,2
4528,2011-01-02,743,1
4529,2012-11-05,609,3
4530,2015-12-21,335,3
4531,2011-03-11,604,3
4532,2013-09-01,494,4
4533,2015-12-19,35,1
4534,2014-06-19,63,3
4535,2013-10-21,914,2
4536,2008-07-13,473,2
4537,2015-12-10,732,3
4538,2012-12-12,678,2
4539,2015-12-16,52,3
4540,2012-10-05,776,1
4541,2013-01-20,847,2
4542,2008-10-20,167,2
4543,2007-05-25,459,3
4544,2001-08-22,726,3
4545,2013-07-16,881,1
4546,2009-08-29,171,3
4547,2014-02-27,693,3
4548,2015-11-04,412,2
4549,2013-06-16,6,4
4550,2012-06-24,583,1
4551,2012-10-26,321,3
4552,2012-11-19,554,3
4553,2015-10-12,416,3
4554,2014-08-08,26,1
4555,2014-12-22,256,4
4556,2015-08-23,975,2
4557,2011-04-12,392,3
4558,2014-10-15,435,3
4559,2010-02-18,965,4
4560,2013-08-23,899,2
4561,2013-10-09,779,4
4562,2015-10-10,142,1
4563,2004-12-20,709,2
4564,2014-06-09,499,3
4565,2012-04-07,877,2
4566,2008-06-22,568,3
4567,2013-10-14,928,4
4568,2014-10-19,565,1
4569,2015-06-24,488,3
4570,2012-02-04,118,2
4571,2009-09-04,253,4
4572,2014-12-18,999,2
4573,2009-01-28,430,1
4574,2013-06-21,202,2
4575,2007-03-18,449,2
4576,2015-07-17,980,3
4577,2013-11-11,354,2
4578,2015-03-09,45,4
4579,2015-04-26,984,4
4580,2015-08-16,862,2
4581,2014-09-01,963,1
4582,2007-03-03,133,4
4583,2014-11-03,498,1
4584,2015-02-23,956,1
4585,2010-10-10,753,1
4586,2009-07-18,576,1
4587,2010-12-23,135,2
4588,2002-05-16,741,2
4589,2009-11-17,205,1
4590,2011-06-09,463,2
4591,2012-12-10,291,2
4592,2014-02-17,395,4
4593,2015-06-04,493,3
4594,2015-06-06,692,1
4595,2014-11-07,298,4
4596,2015-11-13,385,1
4597,2015-11-21,901,4
4598,2015-10-06,747,1
4599,2012-03-17,820,4
4600,2013-06-28,901,2
4601,2012-12-11,950,2
4602,2015-05-17,564,2
4603,2012-02-12,882,2
4604,2010-02-18,854,2
4605,2012-01-26,90,1
4606,2015-12-05,903,1
4607,2014-05-14,166,3
4608,2014-07-31,22,4
4609,2014-11-09,461,3
4610,2013-12-07,502,3
4611,2010-12-12,87,3
4612,2012-10-10,608,4
4613,2011-08-09,710,3
4614,2012-08-15,510,4
4615,2004-01-10,322,3
4616,2013-10-13,962,4
4617,2012-07-03,723,2
4618,2002-01-31,709,3
4619,2015-10-15,953,1
4620,2011-06-22,524,1
4621,2011-08-16,624,2
4622,2007-03-13,461,1
4623,2006-09-07,776,3
4624,2009-08-05,303,3
4625,2014-12-07,880,2
4626,2014-06-11,319,4
4627,2010-09-04,930,4
4628,2004-11-06,431,2
4629,2014-02-02,914,1
4630,2010-09-16,281,2
4631,2007-08-07,832,1
4632,2012-10-02,289,1
4633,2005-01-06,173,1
4634,2014-04-16,384,3
4635,2012-10-31,593,3
4636,2015-03-09,453,3
4637,2009-07-31,763,3
4638,2012-10-20,14,4
4639,2012-08-13,611,3
4640,2011-03-30,972,4
4641,2015-03-14,185,1
4642,2013-01-10,852,3
4643,2007-01-31,776,1
4644,2012-12-19,650,3
4645,2006-01-29,373,3
4646,2010-02-07,368,2
4647,2015-10-11,177,4
4648,2015-09-22,909,4
4649,2015-07-28,150,4
4650,2008-05-08,648,4
4651,2005-10-12,911,1
4652,2015-05-24,811,1
4653,2015-10-08,455,3
4654,2010-12-24,229,4
4655,2006-02-06,27,1
4656,2015-12-07,968,2
4657,2013-08-07,692,2
4658,2002-06-13,337,3
4659,2006-11-01,93,3
4660,2009-04-19,613,1
4661,2015-01-19,467,1
4662,2008-10-01,656,3
4663,2015-06-09,522,4
4664,2014-07-19,785,3
4665,2015-07-25,252,3
4666,2014-08-16,146,2
4667,2015-08-29,724,3
4668,2015-12-13,52,3
4669,2015-12-10,241,4
4670,2011-03-19,535,3
4671,2010-01-06,710,2
4672,2009-07-05,550,2
4673,2014-05-23,30,4
4674,2006-08-05,417,3
4675,2009-05-31,997,2
4676,2013-07-18,708,1
4677,2015-03-11,401,2
4678,2014-07-25,109,1
4679,2010-05-04,487,3
4680,2011-05-06,627,4
4681,2011-07-07,978,2
4682,2014-10-22,778,3
4683,2013-03-21,375,2
4684,2015-09-16,938,1
4685,2015-09-19,68,3
4686,2013-04-19,151,2
4687,2015-01-15,255,4
4688,2014-01-29,556,2
4689,2015-09-16,2,1
4690,2003-03-01,417,3
4691,2006-06-03,827,2
4692,2015-02-25,379,3
4693,2012-10-03,802,3
4694,2009-08-28,658,2
4695,2004-12-14,764,1
4696,2011-04-26,214,3
4697,2014-11-12,221,1
4698,2010-08-21,266,2
4699,2009-06-18,466,4
4700,2015-09-30,427,1
4701,2011-04-20,132,4
4702,2015-09-10,50,1
4703,2007-02-05,921,1
