id1,id2,friended_on
256,783,2014-12-16
253,876,2015-12-28
265,504,2013-02-15
271,318,2009-04-11
277,136,2015-09-17
277,137,2014-12-14
269,385,2015-11-19
264,542,2014-04-27
250,977,2006-03-13
270,358,2014-06-20
261,638,2010-01-03
265,515,2015-03-27
250,980,2015-08-12
253,889,2015-08-08
274,240,2015-10-27
273,272,2010-03-01
269,397,2015-10-08
264,553,2012-07-17
250,991,2013-08-29
267,465,2011-03-22
271,342,2015-12-16
263,590,2015-06-01
254,870,2015-12-31
257,780,2013-11-19
281,37,2012-02-21
261,658,2013-04-05
273,287,2010-09-25
282,8,2005-12-17
279,102,2015-08-27
274,259,2015-03-22
276,198,2015-12-02
282,13,2011-10-08
266,512,2015-08-24
258,761,2014-06-22
277,172,2013-12-12
260,700,2011-11-06
268,457,2015-06-13
282,25,2015-03-20
265,553,2013-03-03
263,615,2015-10-21
251,988,2014-04-25
281,63,2014-11-29
270,404,2012-06-28
253,932,2010-10-20
282,35,2013-04-25
261,688,2015-02-18
267,503,2008-09-22
273,320,2014-12-16
261,692,2013-10-06
258,787,2014-10-11
275,261,2013-01-07
261,697,2006-12-05
257,822,2013-08-03
258,792,2014-09-27
260,733,2011-02-15
264,610,2014-07-01
279,145,2015-07-18
256,859,2015-02-11
252,983,2015-08-08
260,735,2015-02-08
272,364,2015-05-30
277,211,2014-01-24
276,244,2014-01-28
278,185,2015-11-30
261,713,2013-02-01
282,63,2015-11-07
273,351,2015-12-13
261,724,2015-12-31
254,941,2015-02-21
284,11,2015-07-05
275,290,2012-07-28
256,881,2015-05-23
281,107,2012-03-25
278,203,2013-08-25
255,917,2013-06-04
263,670,2010-12-28
261,733,2011-05-30
254,950,2015-09-05
278,206,2013-01-02
277,240,2012-10-19
273,364,2005-08-07
284,25,2007-08-06
271,428,2014-03-22
269,491,2013-07-26
274,337,2013-08-01
262,710,2010-08-05
256,896,2015-09-13
267,556,2007-01-14
272,404,2014-02-25
264,652,2015-11-26
276,281,2011-06-26
263,684,2014-11-15
257,872,2011-10-28
267,563,2010-10-19
284,36,2015-12-04
253,997,2012-03-11
279,192,2015-07-20
282,99,2011-11-17
266,596,2014-07-20
284,38,2012-09-19
270,473,2015-12-17
280,167,2014-09-22
265,633,2015-12-15
278,230,2015-12-08
264,664,2014-03-09
273,386,2012-04-05
270,484,2015-01-10
279,207,2015-08-06
280,176,2013-11-27
272,428,2015-05-27
281,151,2010-09-05
262,742,2014-11-02
282,124,2014-12-23
265,652,2015-10-20
267,590,2015-04-17
270,498,2015-12-19
284,65,2009-05-18
270,499,2015-04-14
283,97,2015-08-24
280,191,2015-02-23
265,657,2013-07-29
285,37,2011-06-15
285,39,2007-07-09
269,536,2014-06-22
267,599,2014-12-12
263,725,2006-10-04
258,881,2007-06-28
268,572,2014-10-24
265,667,2015-09-21
277,295,2012-10-15
256,946,2015-03-07
266,638,2009-02-26
277,303,2007-09-26
283,118,2013-08-10
269,556,2013-05-21
280,216,2009-05-14
259,867,2015-12-29
273,435,2010-07-20
267,622,2014-07-18
261,810,2006-07-30
285,66,2015-12-20
260,841,2012-10-29
274,409,2015-02-03
273,444,2012-05-12
278,290,2015-10-08
266,667,2015-12-13
256,978,2014-12-31
265,699,2015-02-08
287,19,2011-10-14
257,950,2013-11-27
280,238,2009-06-17
274,425,2015-10-04
283,148,2011-08-01
266,679,2014-08-31
282,184,2014-02-13
262,804,2015-06-13
280,248,2011-05-09
280,250,2013-01-17
267,653,2015-04-28
269,594,2014-05-06
270,569,2015-04-24
268,631,2014-11-08
276,383,2011-06-10
257,973,2013-07-12
268,634,2015-05-31
261,857,2015-06-02
270,581,2013-09-23
277,364,2004-09-05
276,397,2008-07-03
265,738,2015-09-12
277,370,2013-09-02
260,899,2010-03-04
284,157,2013-10-18
288,33,2015-06-21
267,687,2011-04-23
263,812,2014-04-04
260,905,2010-11-17
272,536,2014-12-08
275,443,2013-12-11
289,9,2013-01-27
283,197,2011-11-13
287,81,2012-04-16
287,85,2014-09-01
273,523,2008-10-08
262,864,2014-10-06
281,276,2011-06-26
284,183,2013-02-10
263,834,2014-10-03
275,462,2014-10-06
269,650,2015-05-23
280,310,2014-06-14
272,558,2009-03-29
267,715,2015-05-26
288,65,2012-11-09
284,191,2015-11-10
273,532,2014-11-02
272,564,2009-08-04
260,936,2005-04-11
286,133,2014-01-25
286,136,2011-09-12
275,477,2015-02-25
265,789,2015-03-31
282,263,2009-05-06
276,450,2014-09-26
270,637,2012-06-28
271,607,2009-03-15
286,142,2015-07-23
279,360,2015-06-16
264,826,2012-09-26
269,672,2013-12-30
282,270,2015-01-19
261,925,2013-11-27
277,430,2009-05-01
268,711,2015-02-07
277,433,2009-12-11
265,805,2015-05-03
261,929,2013-05-04
259,991,2015-12-23
270,652,2015-11-11
267,747,2011-03-04
273,562,2013-09-11
284,222,2014-03-25
286,160,2014-09-06
288,102,2013-04-09
263,881,2015-11-17
266,790,2013-06-30
268,728,2015-02-07
286,173,2005-12-05
290,50,2014-10-05
276,486,2015-04-23
274,549,2015-12-20
291,23,2014-05-09
268,736,2014-11-28
263,891,2010-11-01
267,767,2014-11-06
282,303,2003-04-01
272,613,2007-08-14
277,460,2010-09-15
285,215,2009-05-04
261,961,2015-01-18
262,932,2013-09-15
260,995,2008-07-24
286,191,2015-01-15
278,439,2012-11-02
291,37,2014-02-24
278,440,2015-04-10
274,565,2015-03-15
262,937,2012-04-22
266,814,2011-02-17
289,103,2015-08-20
290,73,2010-05-11
292,13,2013-11-25
268,760,2015-10-27
271,667,2015-09-02
278,451,2012-08-06
276,514,2015-11-20
280,391,2012-10-31
283,301,2010-11-21
275,549,2015-11-17
279,426,2015-12-08
279,427,2015-04-03
285,241,2015-12-09
285,242,2011-04-16
262,956,2015-06-04
271,679,2015-01-02
269,743,2013-10-09
289,124,2015-07-29
291,66,2015-12-15
287,192,2012-11-19
280,409,2009-03-07
289,133,2014-03-03
264,908,2014-07-09
276,537,2013-10-25
273,630,2013-05-23
281,383,2012-07-08
289,135,2012-07-10
286,228,2014-11-24
263,944,2014-02-14
288,170,2012-03-27
266,852,2012-10-19
272,671,2013-09-14
263,950,2012-12-03
292,54,2015-11-27
263,954,2013-03-15
265,895,2013-05-19
268,805,2014-08-21
281,402,2010-03-04
263,960,2013-09-20
284,309,2014-08-08
272,685,2014-04-22
280,437,2010-09-25
292,68,2013-11-23
268,814,2014-07-30
272,692,2015-01-30
285,291,2010-11-04
279,478,2015-03-12
263,975,2015-09-20
283,356,2014-03-16
266,884,2015-12-03
276,575,2008-03-04
289,173,2012-08-25
276,577,2013-03-07
282,392,2010-01-19
278,517,2012-09-01
279,487,2015-12-10
276,581,2010-07-29
267,860,2013-09-04
286,271,2011-08-12
289,179,2014-10-15
270,768,2014-06-05
266,896,2014-05-15
271,741,2013-09-07
282,401,2009-10-28
283,372,2015-12-04
275,620,2014-01-15
276,589,2013-01-06
274,652,2015-11-17
264,963,2014-02-12
283,375,2015-11-08
291,127,2014-02-24
288,222,2014-05-30
266,905,2012-09-26
289,194,2013-12-08
268,845,2014-09-29
286,289,2015-01-08
287,265,2015-07-28
290,174,2014-11-11
274,671,2013-07-23
266,920,2011-04-07
292,115,2013-12-19
277,583,2013-05-15
287,273,2010-09-25
292,118,2011-03-23
272,739,2009-06-12
268,867,2015-11-16
282,433,2015-07-22
276,620,2013-08-10
266,933,2011-07-21
269,841,2013-07-06
278,563,2013-05-30
266,936,2011-01-23
265,969,2015-06-01
296,8,2011-04-25
280,505,2011-02-05
278,567,2015-04-24
288,258,2014-11-19
276,630,2009-09-27
278,572,2013-03-16
294,76,2015-06-13
283,420,2015-10-02
281,487,2009-05-22
272,767,2015-08-17
270,830,2012-09-21
282,459,2003-10-16
280,522,2015-01-10
273,739,2012-12-17
292,150,2012-07-24
290,214,2008-12-06
273,741,2014-03-23
281,494,2013-06-20
271,805,2011-01-18
293,124,2014-07-11
291,187,2014-06-20
293,126,2009-08-27
271,813,2007-04-11
295,71,2011-09-07
276,662,2006-09-20
290,228,2011-04-26
294,106,2015-06-01
267,943,2012-10-30
267,944,2014-02-05
277,636,2014-01-29
284,421,2014-11-08
266,980,2010-04-11
272,795,2011-08-06
268,920,2015-08-31
266,983,2015-01-23
271,831,2014-02-06
288,305,2015-09-28
270,863,2015-06-15
280,554,2014-01-09
270,865,2014-12-30
284,431,2011-09-07
281,525,2012-07-02
285,402,2010-07-12
278,619,2012-11-14
270,868,2014-02-27
286,373,2008-02-16
282,498,2015-04-15
272,809,2013-10-24
266,997,2014-02-13
298,5,2012-05-01
269,906,2015-06-28
289,286,2015-01-08
284,441,2009-08-31
270,875,2015-05-07
295,102,2012-04-15
267,970,2012-01-04
279,599,2015-11-27
295,103,2011-02-22
297,43,2013-08-13
277,667,2015-02-24
285,421,2013-08-16
268,950,2015-06-15
273,795,2011-02-25
283,488,2015-04-21
285,426,2015-12-22
291,242,2015-12-30
290,275,2012-07-28
281,557,2015-11-28
290,278,2015-10-08
289,310,2013-07-04
274,775,2015-01-20
288,342,2015-12-25
280,590,2013-05-20
294,157,2015-12-28
288,344,2015-09-17
274,781,2015-04-23
284,472,2012-12-23
278,658,2015-11-03
288,350,2015-02-23
280,598,2009-11-25
289,319,2015-12-28
284,474,2014-04-06
269,939,2015-04-04
285,444,2007-08-28
296,105,2007-02-26
268,973,2015-01-20
280,602,2011-04-19
295,138,2011-04-09
270,913,2014-07-15
270,915,2013-10-08
295,141,2014-04-05
297,81,2015-08-15
277,702,2013-05-23
272,857,2015-07-21
269,951,2013-10-29
273,828,2015-10-08
275,767,2015-11-22
269,954,2014-06-24
283,521,2015-09-27
279,646,2015-01-11
269,958,2014-06-01
281,587,2015-02-19
285,468,2014-07-17
279,656,2015-06-28
276,749,2013-07-16
291,285,2010-11-04
296,131,2015-06-19
288,381,2015-02-26
297,102,2014-03-23
274,817,2014-09-28
275,786,2015-03-25
297,105,2014-03-17
280,633,2009-10-17
270,945,2015-12-15
271,914,2005-10-24
271,916,2014-06-16
289,359,2013-12-29
276,763,2012-01-30
290,329,2013-11-08
281,608,2009-09-13
297,113,2013-05-31
272,889,2014-12-04
279,672,2015-03-10
280,641,2014-10-06
284,518,2008-12-18
280,642,2014-07-11
287,426,2009-02-17
270,953,2013-06-19
295,178,2012-01-04
269,985,2012-11-04
269,986,2014-06-11
300,28,2013-05-29
288,401,2011-06-16
281,620,2015-01-02
297,125,2014-12-20
270,962,2015-12-09
273,872,2010-10-01
295,192,2011-08-03
269,999,2015-05-05
270,969,2015-11-06
287,444,2012-04-26
272,914,2013-07-23
281,641,2015-03-30
301,24,2007-11-06
280,675,2009-01-12
298,124,2012-03-26
294,248,2015-05-28
274,868,2012-07-30
302,2,2015-08-25
282,622,2014-02-28
272,933,2011-01-31
281,655,2013-12-18
290,376,2014-10-26
297,164,2012-10-02
286,505,2011-11-26
281,663,2013-07-30
272,942,2015-12-28
295,229,2014-05-26
272,943,2011-05-17
276,822,2007-09-22
286,512,2013-10-08
302,17,2012-01-05
293,299,2011-06-15
280,705,2009-11-15
292,334,2015-10-28
278,768,2015-10-04
282,648,2015-09-22
274,897,2015-04-10
278,775,2013-02-05
274,900,2014-08-03
287,499,2015-11-01
284,594,2011-08-09
272,967,2015-10-08
271,998,2015-01-22
277,813,2009-04-14
273,938,2015-05-22
295,256,2015-09-18
301,70,2015-01-02
276,846,2015-08-11
280,722,2013-08-12
301,72,2007-10-24
303,13,2008-03-06
272,974,2015-10-15
273,944,2014-04-25
303,14,2015-01-07
285,575,2011-06-01
281,701,2012-05-13
303,20,2014-06-22
276,858,2007-08-16
283,642,2015-09-26
280,736,2013-12-08
302,55,2012-11-04
290,427,2015-05-01
289,462,2014-09-22
297,215,2013-12-07
278,804,2014-08-15
295,277,2012-10-15
273,960,2015-02-26
277,836,2013-09-29
296,248,2008-03-29
280,745,2013-09-16
285,590,2014-08-28
277,839,2015-09-08
277,840,2015-05-21
301,99,2011-05-16
282,689,2014-06-19
280,751,2012-07-18
280,753,2012-05-06
289,476,2015-12-25
282,693,2009-08-25
274,943,2014-04-07
285,603,2013-06-19
291,417,2010-10-28
302,77,2015-12-07
293,358,2004-09-30
277,855,2014-03-24
301,112,2015-02-19
296,271,2007-06-24
284,644,2015-11-09
274,954,2014-06-07
293,366,2008-07-30
303,56,2013-04-25
287,553,2014-08-18
299,182,2007-07-07
279,802,2015-11-15
277,869,2013-08-11
303,63,2015-06-01
293,375,2014-07-27
277,872,2004-05-30
290,469,2012-07-31
304,37,2015-10-29
279,814,2015-11-29
303,72,2013-04-16
281,755,2012-07-01
277,884,2011-05-22
301,140,2010-08-01
282,729,2015-01-27
296,297,2015-12-05
281,763,2009-07-21
299,206,2014-06-16
297,268,2015-12-01
287,580,2009-08-09
297,271,2013-02-11
300,178,2014-06-24
279,829,2015-09-25
302,116,2012-02-16
281,768,2015-11-14
285,646,2005-12-07
283,708,2015-05-21
276,925,2010-07-17
277,894,2007-12-21
303,90,2015-03-26
276,928,2014-03-11
291,464,2015-08-12
281,775,2012-05-29
299,218,2015-01-25
295,343,2014-01-24
274,995,2014-04-16
288,564,2012-11-21
286,627,2012-08-20
303,100,2015-09-09
299,226,2015-02-03
301,164,2014-07-27
296,320,2015-08-07
297,296,2015-12-05
294,390,2015-09-16
301,175,2014-02-28
298,268,2014-12-23
292,454,2012-01-06
280,828,2015-05-22
290,522,2014-09-19
285,679,2014-11-21
283,743,2012-02-21
301,186,2015-06-17
284,716,2014-10-08
301,189,2014-08-04
301,190,2011-03-19
291,501,2011-08-15
306,36,2015-12-23
305,70,2013-05-18
285,690,2015-04-04
304,102,2015-07-01
287,630,2009-07-26
279,878,2015-02-18
276,973,2014-05-17
284,725,2008-12-05
303,137,2009-10-18
277,944,2014-02-11
283,758,2008-09-04
288,603,2012-01-03
305,78,2012-06-13
276,978,2015-07-18
291,514,2015-11-25
305,82,2015-02-15
301,208,2015-08-09
301,209,2014-05-08
289,581,2015-05-31
282,798,2014-03-30
292,489,2012-09-09
297,334,2015-06-07
287,644,2015-07-13
297,335,2015-12-18
303,152,2005-02-05
281,837,2015-04-19
287,652,2015-10-01
289,592,2015-07-22
307,34,2011-02-06
276,996,2015-06-21
293,470,2015-08-13
287,657,2011-05-19
276,998,2015-01-31
306,69,2015-04-23
301,224,2015-09-22
277,968,2015-11-14
286,690,2014-03-12
301,227,2008-02-09
283,785,2012-07-15
282,819,2014-12-23
291,540,2015-09-08
299,293,2011-06-15
280,883,2011-01-20
291,545,2014-02-28
301,235,2004-09-21
294,452,2015-07-28
279,920,2015-04-18
280,890,2010-05-16
285,735,2015-06-27
306,86,2015-03-12
285,737,2015-05-27
298,335,2015-12-07
286,707,2011-10-09
298,336,2014-12-23
278,956,2015-07-25
282,834,2015-05-21
283,806,2008-02-12
304,158,2015-08-15
288,656,2014-02-19
296,408,2012-07-02
306,99,2015-07-27
281,874,2013-04-14
291,564,2015-07-04
290,596,2013-07-10
309,8,2009-11-27
292,536,2014-06-20
279,940,2015-02-22
280,910,2015-05-31
283,818,2010-06-21
291,571,2013-11-23
304,168,2015-11-25
295,448,2014-12-13
301,264,2010-05-15
289,638,2014-08-12
287,701,2014-11-29
281,888,2009-11-05
296,424,2015-01-02
287,704,2013-04-10
278,984,2013-06-15
297,398,2012-07-29
304,181,2015-10-30
286,739,2014-01-13
297,405,2011-06-01
310,2,2015-02-14
298,374,2015-09-20
301,283,2010-11-21
279,967,2015-05-17
282,875,2015-04-11
280,938,2015-01-16
295,475,2015-07-09
291,603,2013-07-17
287,727,2015-06-14
310,17,2015-05-13
286,765,2015-09-24
292,581,2011-12-25
280,956,2015-05-17
301,305,2013-12-04
291,616,2013-08-30
304,214,2015-08-15
281,927,2009-12-01
290,649,2015-09-03
310,30,2015-11-27
306,157,2015-07-01
295,500,2014-01-17
293,562,2011-11-28
279,996,2015-07-09
290,657,2011-08-26
291,626,2015-12-16
289,690,2013-09-05
294,535,2015-12-19
304,225,2015-11-22
282,907,2005-04-09
294,537,2015-04-10
283,886,2008-08-10
307,142,2015-07-12
310,50,2014-05-22
303,270,2013-09-23
308,115,2015-12-21
297,458,2014-04-22
310,55,2015-09-10
280,986,2013-05-10
282,924,2006-02-24
306,182,2015-06-26
303,277,2007-09-26
282,931,2006-06-12
298,435,2015-06-13
303,282,2003-04-01
298,437,2011-11-17
292,624,2011-06-24
294,563,2015-08-30
289,718,2015-03-06
311,37,2014-11-23
305,224,2013-08-18
292,627,2010-09-06
288,752,2014-03-22
308,133,2012-12-27
302,320,2015-11-17
283,909,2015-09-22
288,755,2015-09-10
290,695,2015-11-08
312,15,2015-01-31
290,699,2014-11-22
288,763,2015-01-09
296,516,2010-06-13
304,270,2015-10-14
306,208,2015-12-23
294,581,2015-10-01
291,674,2013-06-27
284,892,2014-04-13
289,739,2013-11-29
309,120,2014-09-09
299,430,2011-04-30
285,865,2012-02-06
287,803,2012-11-04
292,650,2012-02-01
302,340,2015-09-26
299,434,2015-11-13
286,838,2015-12-12
290,714,2015-10-19
301,375,2015-04-15
292,658,2010-10-16
311,70,2015-05-20
291,692,2014-07-04
283,943,2014-06-18
300,421,2012-12-15
287,825,2011-02-12
284,921,2012-05-18
289,767,2015-10-30
286,861,2013-09-09
284,924,2011-09-22
285,900,2013-12-16
297,531,2015-12-12
311,98,2014-01-30
301,410,2005-05-12
311,100,2014-07-08
311,101,2015-04-26
305,288,2015-09-28
314,11,2011-08-11
297,538,2013-03-29
284,942,2012-04-17
299,481,2010-05-04
298,512,2013-06-08
314,21,2013-09-14
309,177,2015-09-29
305,301,2013-12-04
288,829,2013-05-17
288,830,2011-12-12
298,522,2015-05-12
297,554,2015-12-19
307,245,2014-04-11
299,494,2014-06-08
283,990,2014-03-05
309,184,2015-06-28
299,495,2011-12-09
289,805,2015-03-02
287,872,2008-11-02
284,966,2007-11-18
294,656,2015-03-24
292,720,2015-11-10
294,658,2015-07-09
292,725,2012-06-23
290,789,2015-03-05
285,944,2015-11-25
294,669,2015-01-21
297,576,2014-07-23
313,82,2014-10-23
294,671,2015-10-09
289,831,2013-11-17
302,428,2013-11-17
301,460,2007-04-02
288,870,2015-06-08
316,2,2015-12-07
298,561,2015-03-11
299,530,2015-05-03
306,313,2015-07-30
296,624,2012-11-16
305,345,2015-12-28
304,379,2015-06-21
310,194,2013-01-02
306,318,2015-04-07
289,846,2014-10-27
311,166,2014-04-27
285,973,2009-07-21
304,386,2015-05-31
306,333,2015-02-10
296,644,2015-12-09
293,737,2006-11-01
292,770,2014-03-19
291,801,2013-10-12
306,336,2015-04-19
316,27,2005-03-28
289,865,2013-02-16
306,338,2015-12-20
316,28,2011-08-28
306,341,2015-06-05
305,372,2015-11-27
295,684,2014-01-17
307,314,2013-09-03
317,9,2012-05-27
289,878,2015-02-06
289,879,2013-05-30
316,43,2006-12-18
304,420,2015-06-15
286,978,2015-03-21
309,265,2013-01-30
288,918,2015-10-12
317,20,2013-03-09
293,764,2009-07-31
290,857,2015-03-15
289,890,2013-07-12
297,642,2012-06-19
302,488,2015-07-08
306,365,2015-10-21
314,118,2011-08-17
315,88,2015-11-12
299,584,2015-05-09
302,494,2011-10-26
287,960,2012-04-06
316,62,2014-03-28
300,559,2014-11-06
287,964,2009-02-21
313,158,2013-02-08
311,222,2015-12-24
296,687,2013-04-28
309,284,2014-08-08
297,657,2012-01-01
303,471,2015-11-26
300,565,2014-12-15
311,226,2015-05-02
315,105,2015-10-07
301,539,2015-09-08
294,756,2015-07-21
292,819,2015-09-27
306,386,2015-03-15
314,139,2015-06-18
312,202,2015-01-30
311,235,2014-04-08
303,484,2013-01-25
306,391,2015-02-10
295,732,2015-12-10
293,795,2015-01-22
312,209,2015-04-09
292,830,2013-07-04
302,520,2013-07-03
308,335,2015-11-28
301,554,2010-09-22
306,400,2015-05-02
305,432,2015-07-03
316,93,2005-03-21
312,217,2015-01-22
310,280,2014-06-14
291,870,2015-09-29
293,809,2009-08-15
306,406,2015-09-06
308,346,2015-11-20
312,222,2015-08-28
301,563,2009-01-07
305,439,2012-05-14
312,224,2015-01-19
306,412,2015-12-19
314,165,2014-10-06
310,289,2013-07-04
290,912,2015-09-14
319,15,2014-12-17
305,450,2012-04-11
317,80,2015-08-04
288,981,2015-06-19
315,145,2015-09-22
308,369,2013-07-14
299,649,2013-09-27
319,29,2013-10-12
294,806,2015-09-10
289,962,2014-11-30
289,963,2014-04-07
315,157,2015-08-11
320,2,2015-06-13
295,777,2010-09-25
310,312,2015-02-06
305,467,2013-05-12
299,655,2015-06-25
305,471,2015-08-11
296,751,2009-12-29
307,410,2012-02-21
302,567,2012-09-23
295,786,2012-01-29
302,569,2014-04-24
310,325,2015-12-18
297,728,2012-08-15
310,326,2015-01-21
296,763,2010-11-21
297,733,2011-05-14
310,332,2015-11-14
308,396,2011-10-07
293,862,2009-05-05
301,616,2009-01-25
292,895,2012-12-12
309,370,2014-03-03
298,711,2010-08-08
289,991,2015-07-06
316,154,2015-02-27
315,187,2015-11-01
311,312,2015-01-01
310,344,2014-05-19
311,313,2014-10-13
291,934,2014-04-09
301,626,2014-09-12
317,130,2014-11-14
295,812,2015-05-11
321,6,2011-06-17
298,721,2015-03-01
309,381,2015-07-14
318,103,2011-01-19
301,631,2014-02-19
307,445,2015-11-28
310,353,2014-05-09
314,229,2010-07-29
311,324,2014-08-17
309,388,2015-11-01
319,79,2014-12-27
304,549,2015-10-05
319,84,2013-12-11
304,551,2015-05-22
320,55,2015-08-26
290,985,2008-10-18
319,87,2015-02-17
300,677,2015-07-30
316,182,2009-02-19
294,864,2015-10-24
314,245,2014-05-06
296,805,2013-02-26
306,496,2015-12-04
317,155,2010-06-23
312,310,2015-02-06
311,341,2015-06-03
312,311,2015-01-01
317,156,2015-06-25
309,404,2014-05-18
290,994,2009-05-21
304,560,2015-07-04
310,375,2014-03-03
301,654,2011-02-27
296,809,2013-09-05
297,780,2011-09-29
314,254,2011-02-23
311,351,2015-12-10
298,754,2015-04-08
303,600,2011-10-22
292,942,2014-04-21
322,12,2014-09-14
308,447,2013-07-27
317,169,2014-09-09
319,107,2014-08-05
293,913,2014-01-19
320,77,2015-09-07
321,48,2015-09-04
296,823,2013-02-10
307,482,2012-11-05
292,948,2015-06-15
318,143,2015-04-15
307,486,2012-08-05
304,581,2015-12-25
317,178,2015-04-01
310,395,2014-08-24
311,367,2014-07-26
307,491,2015-11-03
291,988,2015-09-03
313,306,2015-07-30
299,740,2013-11-30
294,896,2015-02-25
310,400,2015-10-04
297,805,2013-05-23
315,247,2015-11-25
306,527,2015-08-27
313,311,2014-10-13
318,157,2013-05-28
312,345,2015-09-21
317,192,2014-11-25
313,317,2014-06-19
300,720,2015-12-26
308,475,2015-03-22
304,603,2015-09-17
315,267,2015-11-18
311,392,2015-04-06
310,426,2015-12-04
296,860,2008-10-20
301,709,2012-03-15
303,648,2014-01-13
314,307,2013-09-03
322,59,2009-07-10
321,94,2012-08-26
307,530,2014-06-18
313,345,2015-08-23
307,536,2013-10-15
321,102,2012-01-18
304,630,2015-05-11
316,258,2007-09-02
313,351,2015-11-26
293,973,2009-09-10
305,601,2012-07-26
299,788,2013-08-28
312,389,2015-10-29
306,576,2015-10-27
322,81,2010-07-31
320,143,2015-10-23
312,392,2015-04-06
314,330,2013-02-13
311,426,2014-12-11
305,612,2014-06-21
318,209,2013-08-08
299,798,2014-04-20
312,399,2015-04-07
314,339,2010-03-06
310,464,2013-11-30
323,61,2015-06-23
324,31,2013-12-18
325,1,2015-12-24
311,438,2015-04-15
306,594,2015-04-17
313,377,2009-11-16
309,503,2008-03-19
300,783,2011-12-20
319,195,2014-07-16
304,664,2015-09-25
301,758,2006-10-25
317,263,2008-03-16
305,636,2014-03-28
300,791,2015-06-29
296,916,2015-03-04
295,948,2014-02-15
315,328,2015-05-23
325,20,2015-12-10
308,549,2014-11-12
312,426,2015-07-31
310,488,2015-04-01
305,646,2014-10-09
305,648,2014-07-29
301,776,2006-01-31
312,438,2015-03-09
299,848,2015-09-09
325,43,2015-12-28
319,231,2015-12-20
313,419,2014-01-21
310,512,2013-10-16
297,916,2011-07-20
312,452,2015-05-27
324,80,2015-12-08
296,950,2012-12-02
313,424,2015-08-31
318,271,2009-04-11
301,799,2014-01-30
325,55,2015-11-17
304,707,2015-05-26
298,894,2011-02-01
301,801,2015-02-13
326,27,2005-09-28
298,896,2013-12-05
310,524,2012-11-19
313,432,2014-06-16
298,897,2015-06-20
308,589,2015-08-23
314,403,2014-04-30
297,932,2012-09-24
317,313,2014-06-19
314,406,2015-10-20
310,532,2015-01-24
324,99,2015-07-17
324,100,2013-12-30
309,569,2011-08-15
313,445,2015-10-10
312,478,2015-01-08
321,199,2015-11-24
314,417,2015-07-24
305,699,2015-11-29
316,360,2012-12-31
315,391,2015-06-11
307,640,2015-10-30
300,861,2009-12-19
318,306,2015-04-07
300,865,2012-08-23
315,401,2015-11-23
299,899,2013-12-18
296,992,2007-11-01
317,342,2015-12-26
315,404,2015-06-28
309,590,2015-04-28
309,594,2013-09-10
307,656,2014-03-03
325,99,2015-12-12
311,533,2015-02-16
310,566,2015-11-09
322,194,2014-08-14
319,289,2015-12-28
308,631,2014-11-26
316,384,2014-04-26
316,385,2015-11-08
324,142,2015-07-05
315,421,2015-06-12
304,764,2015-10-20
308,640,2013-08-29
310,581,2014-04-06
324,147,2014-01-17
320,273,2014-12-16
304,769,2015-10-05
318,336,2014-03-10
321,245,2014-11-15
316,400,2015-09-02
309,624,2013-02-12
324,159,2014-01-06
303,810,2004-02-01
317,377,2010-09-18
316,413,2014-04-03
299,940,2014-02-11
317,385,2015-12-10
326,108,2012-04-29
305,759,2014-07-08
313,511,2012-04-15
301,884,2011-04-27
320,296,2015-08-07
301,886,2006-03-25
305,763,2011-10-13
306,734,2015-05-16
320,302,2015-11-17
307,706,2011-05-26
303,834,2013-12-04
319,339,2015-06-04
328,63,2014-07-04
315,467,2015-04-23
322,251,2012-07-15
309,654,2008-09-13
302,872,2008-03-06
307,717,2011-12-18
322,252,2014-10-08
322,253,2011-11-03
317,415,2014-09-24
307,727,2010-04-18
316,449,2006-03-10
301,914,2008-10-18
317,419,2015-05-31
318,391,2013-12-29
330,21,2013-06-19
304,830,2015-04-17
317,432,2008-07-02
320,340,2015-03-30
327,123,2009-02-01
311,619,2015-12-22
309,681,2014-12-23
316,465,2011-12-22
325,186,2015-12-25
318,403,2011-07-02
305,810,2014-10-29
311,626,2015-02-20
313,564,2007-08-26
325,192,2015-12-09
330,37,2015-01-15
314,536,2011-02-16
324,226,2015-03-11
327,134,2011-04-19
303,879,2015-06-26
321,322,2006-07-23
301,943,2014-01-02
312,602,2015-03-31
331,13,2008-11-15
314,543,2009-10-24
323,265,2014-02-09
319,390,2014-06-18
318,421,2014-12-30
321,328,2012-05-29
304,856,2015-08-10
310,670,2014-09-12
311,639,2015-01-07
308,733,2011-07-09
300,981,2012-03-25
328,114,2011-01-07
306,796,2015-08-25
331,23,2015-07-26
327,147,2015-01-13
310,675,2014-09-28
302,924,2006-08-02
305,832,2012-09-29
313,584,2014-02-24
310,681,2013-10-16
316,496,2015-02-23
304,868,2015-10-15
311,651,2013-10-26
317,465,2014-12-29
307,775,2015-09-26
308,745,2011-01-07
325,220,2015-11-16
310,686,2015-06-03
311,655,2014-11-15
327,160,2013-01-12
328,133,2011-05-21
322,321,2006-07-23
317,476,2014-08-02
305,850,2014-09-23
317,478,2013-08-28
316,511,2015-08-24
332,17,2015-11-28
305,854,2014-12-12
328,142,2015-08-26
331,52,2015-12-19
318,456,2015-06-25
304,894,2015-10-22
327,183,2015-09-16
306,835,2015-03-08
305,866,2011-10-04
332,30,2015-12-27
315,563,2015-11-05
314,595,2014-06-07
308,785,2011-04-25
313,631,2014-11-27
