id,created_on,creator_id,content
11134,2002-11-09,415,Text
11142,2012-11-16,958,Text
11162,2008-09-30,91,Text
11163,2015-02-08,462,Text
11171,2014-01-06,88,Text
11175,2013-06-19,664,Text
11178,2014-02-22,228,Text
11182,2012-11-26,984,Text
11191,2011-05-25,24,Text
11201,2013-10-22,75,Text
11202,2009-09-25,369,Text
11204,2006-11-20,415,Text
11205,2011-09-01,346,Text
11208,2009-04-20,837,Text
11214,2015-11-17,595,Text
11216,2015-12-27,36,Text
11218,2012-10-05,882,Text
11229,2007-11-25,625,Text
11235,2013-12-18,416,Text
11236,2015-03-18,811,Text
11239,2015-12-26,471,Text
11243,2011-07-01,705,Text
11244,2012-01-29,689,Text
11247,2010-11-23,138,Text
11248,2014-09-05,694,Text
11251,2014-07-25,303,Text
11254,2010-05-12,524,Text
11262,2008-03-16,862,Text
11266,2015-04-04,880,Text
11274,2015-01-24,270,Text
11279,2011-11-08,993,Text
11290,2010-12-07,566,Text
11291,2015-11-03,258,Text
11294,2004-05-22,751,Text
11296,2010-05-25,134,Text
11297,2015-06-23,65,Text
11300,2015-04-21,3,Text
11301,2003-04-03,790,Text
11302,2015-08-12,744,Text
11303,2010-06-11,250,Text
11305,2015-12-05,241,Text
11306,2012-11-10,443,Text
11313,2004-08-09,497,Text
11324,2011-05-15,192,Text
11325,2015-12-13,714,Text
11327,2015-11-25,750,Text
11366,2013-01-09,167,Text
11373,2014-08-24,637,Text
11374,2011-04-29,302,Text
11375,2014-10-21,40,Text
11376,2011-10-30,879,Text
11381,2013-05-05,344,Text
11382,2015-11-04,87,Text
11395,2015-10-24,769,Text
11397,2015-10-22,760,Text
11406,2008-03-22,190,Text
11407,2015-07-23,75,Text
11411,2014-06-16,607,Text
11412,2014-12-26,124,Text
11414,2015-12-17,903,Text
11415,2015-11-04,553,Text
11417,2015-08-30,71,Text
11431,2015-08-11,46,Text
11438,2010-06-26,777,Text
11442,2015-12-28,342,Text
11444,2009-06-21,709,Text
11445,2015-12-24,332,Text
11448,2015-02-08,649,Text
11451,2012-05-28,218,Text
11458,2001-11-26,15,Text
11462,2007-09-06,807,Text
11465,2012-12-12,523,Text
11468,2012-03-22,770,Text
11470,2013-11-15,117,Text
11472,2012-03-12,816,Text
11476,2007-11-16,885,Text
11480,2007-06-07,392,Text
11483,2010-09-08,206,Text
11486,2014-08-18,362,Text
11489,2013-08-02,572,Text
11496,2013-02-01,901,Text
11509,2014-12-24,692,Text
11511,2008-06-27,18,Text
11513,2013-08-09,973,Text
11516,2008-05-18,73,Text
11522,2015-04-08,640,Text
11524,2002-12-21,682,Text
11531,2007-02-09,527,Text
11541,2013-12-05,164,Text
11543,2015-06-10,416,Text
11544,2012-04-10,314,Text
11560,2008-09-12,931,Text
11562,2013-05-23,192,Text
11564,2015-01-14,551,Text
11566,2009-04-08,264,Text
11578,2013-12-04,384,Text
11582,2015-08-31,304,Text
11585,2011-05-18,504,Text
11594,2014-11-26,781,Text
11597,2014-09-25,911,Text
11603,2013-09-25,224,Text
11610,2015-03-25,403,Text
11611,2012-01-05,991,Text
11612,2014-06-04,832,Text
11614,2012-06-16,94,Text
11620,2012-02-08,818,Text
11621,2002-02-05,44,Text
11625,2010-05-07,930,Text
11626,2015-05-12,191,Text
11632,2010-12-12,264,Text
11641,2009-04-18,354,Text
11648,2013-03-06,184,Text
11651,2010-04-22,152,Text
11654,2014-04-17,710,Text
11661,2015-07-19,590,Text
11670,2012-06-27,179,Text
11671,2015-02-16,626,Text
11674,2015-06-15,220,Text
11682,2005-04-12,333,Text
11683,2014-12-09,761,Text
11694,2015-09-03,130,Text
11695,2014-08-03,17,Text
11697,2012-04-03,894,Text
11701,2007-10-31,383,Text
11703,2013-07-02,76,Text
11705,2011-11-06,384,Text
11711,2013-10-27,780,Text
11715,2013-12-24,469,Text
11719,2010-06-27,745,Text
11720,2012-04-20,251,Text
11723,2013-12-10,679,Text
11725,2015-02-21,897,Text
11732,2006-01-01,919,Text
11737,2009-06-16,200,Text
11741,2010-11-17,973,Text
11744,2015-08-20,50,Text
11748,2007-04-08,992,Text
11749,2012-11-23,10,Text
11753,2013-07-04,159,Text
11756,2015-09-02,622,Text
11759,2009-12-25,774,Text
11760,2015-01-27,831,Text
11761,2015-04-25,97,Text
11763,2011-03-01,860,Text
11766,2014-12-01,147,Text
11771,2012-08-04,683,Text
11774,2010-06-25,661,Text
11776,2010-11-08,64,Text
11777,2007-01-15,856,Text
11782,2015-03-04,811,Text
11790,2006-10-06,193,Text
11792,2015-07-03,752,Text
11793,2015-10-15,345,Text
11794,2011-04-12,303,Text
11795,2009-06-09,552,Text
11798,2008-04-19,868,Text
11802,2015-11-13,791,Text
11806,2015-10-30,592,Text
11807,2015-03-18,464,Text
11814,2013-09-12,202,Text
11816,2012-06-19,730,Text
11821,2004-11-01,141,Text
11835,2014-12-01,878,Text
11840,2015-10-13,424,Text
11841,2012-09-18,57,Text
11845,2010-08-01,931,Text
11847,2001-10-20,207,Text
11848,2014-11-06,12,Text
11849,2015-07-17,644,Text
11851,2005-07-08,358,Text
11856,2015-12-23,372,Text
11859,2012-09-19,890,Text
11860,2010-12-10,591,Text
11863,2015-04-03,250,Text
11865,2013-06-30,957,Text
11866,2008-12-27,601,Text
11878,2015-01-21,61,Text
11881,2000-11-20,509,Text
11886,2012-08-21,76,Text
11892,2015-03-12,425,Text
11893,2015-03-26,594,Text
11905,2010-08-24,806,Text
11907,2006-12-18,152,Text
11908,2015-11-27,142,Text
11917,2011-06-11,134,Text
11922,2015-05-07,50,Text
11927,2013-02-27,307,Text
11932,2010-01-10,717,Text
11935,2012-10-05,160,Text
11942,2011-12-14,297,Text
11945,2015-01-28,748,Text
11966,2015-03-25,407,Text
11970,2009-10-07,491,Text
11975,2015-11-11,623,Text
11985,2014-04-20,988,Text
11992,2008-02-10,168,Text
11995,2015-09-23,191,Text
11996,2015-01-12,404,Text
12000,2009-12-04,238,Text
12002,2006-08-06,402,Text
12004,2012-04-24,850,Text
12005,2014-07-23,794,Text
12007,2015-02-11,533,Text
12009,2015-10-06,766,Text
12012,2015-12-03,945,Text
12014,2009-06-29,267,Text
12015,2015-04-21,475,Text
12021,2015-09-01,742,Text
12026,2010-01-16,859,Text
12032,2012-06-13,829,Text
12034,2015-12-06,712,Text
12042,2001-06-02,290,Text
12044,2007-12-29,13,Text
12050,2015-02-13,648,Text
12051,2013-07-06,408,Text
12052,2015-07-25,455,Text
12059,2013-08-30,437,Text
12070,2014-07-29,507,Text
12074,2014-12-02,506,Text
12082,2001-09-29,606,Text
12085,2004-11-26,862,Text
12089,2015-05-21,902,Text
12091,2008-10-11,773,Text
12093,2015-12-29,989,Text
12095,2010-05-31,835,Text
12097,2013-06-08,537,Text
12103,2015-03-05,434,Text
12104,2010-07-24,780,Text
12114,2015-05-04,211,Text
12121,2009-09-03,116,Text
12133,2009-12-03,973,Text
12136,2009-09-28,171,Text
12141,2008-10-17,154,Text
12147,2013-04-12,482,Text
12151,2008-06-19,383,Text
12159,2013-12-30,370,Text
12171,2012-09-05,278,Text
12173,2015-06-21,950,Text
12179,2003-12-13,235,Text
12193,2013-12-11,206,Text
12194,2011-09-23,366,Text
12209,2005-01-29,646,Text
12215,2010-05-28,392,Text
12221,2015-08-25,597,Text
12223,2015-09-24,428,Text
12237,2015-05-25,301,Text
12239,2014-10-21,814,Text
12249,2013-06-22,902,Text
12250,2012-04-05,338,Text
12252,2013-09-10,454,Text
12253,2015-01-04,922,Text
12254,2004-12-04,826,Text
12256,2010-11-06,818,Text
12259,2014-04-27,290,Text
12261,2010-01-16,211,Text
12268,2008-01-13,739,Text
12272,2015-02-12,969,Text
12273,2014-09-25,221,Text
12274,2012-02-16,558,Text
12278,2009-06-19,954,Text
12279,2014-02-05,878,Text
12288,2007-11-16,858,Text
12290,2013-01-29,663,Text
12293,2007-10-24,19,Text
12294,2010-02-25,339,Text
12297,2012-12-30,998,Text
12299,2015-07-09,644,Text
12303,2014-10-07,324,Text
12311,2012-02-19,328,Text
12333,2015-03-13,46,Text
12334,2015-12-12,416,Text
12340,2015-01-27,158,Text
12342,2011-01-30,579,Text
12344,2014-11-03,842,Text
12345,2008-08-23,44,Text
12347,2015-02-13,468,Text
12348,2005-02-19,77,Text
12350,2007-08-23,993,Text
12352,2014-07-18,519,Text
12355,2014-03-15,784,Text
12360,2011-04-11,83,Text
12364,2012-06-18,602,Text
12365,2014-12-24,225,Text
12366,2015-12-07,312,Text
12369,2006-12-01,276,Text
12377,2012-02-18,707,Text
12382,2015-08-10,642,Text
12384,2014-02-08,323,Text
12389,2005-08-02,394,Text
12395,2013-07-29,31,Text
12398,2015-10-11,762,Text
12403,2011-04-12,349,Text
12406,2013-12-17,92,Text
12407,2008-10-18,551,Text
12409,2015-06-25,131,Text
12411,2011-01-22,295,Text
12412,2013-12-21,639,Text
12416,2012-08-03,284,Text
12427,2008-07-08,260,Text
12428,2014-09-02,21,Text
12430,2015-12-28,903,Text
12431,2014-05-31,974,Text
12437,2014-10-24,268,Text
12451,2014-10-19,619,Text
12454,2015-06-11,315,Text
12461,2013-04-11,599,Text
12462,2010-03-21,397,Text
12466,2013-05-28,771,Text
12467,2006-03-28,669,Text
12469,2009-01-04,632,Text
12475,2015-06-13,935,Text
12476,2010-09-19,810,Text
12480,2012-02-15,298,Text
12481,2008-02-03,105,Text
12491,2015-06-27,407,Text
12492,2015-09-18,560,Text
12499,2009-02-01,285,Text
12508,2013-10-29,656,Text
12515,2015-03-05,788,Text
12521,2013-11-30,566,Text
12522,2003-04-20,182,Text
12532,2010-12-09,321,Text
12533,2015-08-23,976,Text
12534,2015-08-19,641,Text
12537,2004-08-16,326,Text
12545,2013-02-23,803,Text
12552,2015-08-09,956,Text
12559,2007-06-29,675,Text
12568,2013-09-03,986,Text
12572,2010-01-08,276,Text
12578,2015-05-03,445,Text
12583,2014-05-06,90,Text
12587,2006-10-27,874,Text
12592,2012-10-19,816,Text
12594,2014-08-05,953,Text
12596,2015-10-10,187,Text
12598,2008-04-14,564,Text
12599,2011-07-29,118,Text
12604,2009-10-22,802,Text
12606,2015-12-27,342,Text
12608,2015-10-07,734,Text
12626,2009-08-04,151,Text
12627,2014-11-19,311,Text
12629,2015-10-28,986,Text
12631,2015-08-03,735,Text
12632,2004-07-19,981,Text
12638,2007-01-20,337,Text
12644,2012-12-16,883,Text
12652,2013-11-05,38,Text
12655,2012-01-01,809,Text
12658,2005-09-11,44,Text
12662,2011-07-01,408,Text
12664,2015-12-08,412,Text
12674,2012-12-20,330,Text
12675,2012-07-08,182,Text
12676,2015-11-17,652,Text
12679,2015-07-07,263,Text
12681,2008-01-05,502,Text
12683,2013-10-03,218,Text
12686,2006-06-20,847,Text
12693,2010-06-03,478,Text
12695,2007-11-22,710,Text
12696,2011-12-15,632,Text
12697,2013-08-30,901,Text
12699,2010-02-09,772,Text
12700,2013-09-10,925,Text
12702,2014-02-04,516,Text
12705,2015-03-02,101,Text
12706,2015-11-10,312,Text
12709,2015-05-22,983,Text
12712,2013-08-01,804,Text
12714,2005-08-17,810,Text
12719,2014-11-10,169,Text
12723,2015-05-10,570,Text
12729,2014-11-27,736,Text
12733,2012-05-30,688,Text
12734,2014-02-15,580,Text
12737,2014-11-13,541,Text
12740,2014-11-14,512,Text
12741,2015-12-25,7,Text
12745,2006-09-21,4,Text
12749,2013-03-21,408,Text
12752,2006-09-19,858,Text
12756,2014-04-18,934,Text
12764,2014-05-23,658,Text
12773,2004-08-14,84,Text
12774,2012-08-09,386,Text
12780,2011-01-07,585,Text
12781,2008-11-28,478,Text
12786,2012-11-22,805,Text
12788,2015-08-13,972,Text
12789,2014-07-20,613,Text
12795,2015-11-30,352,Text
12798,2009-07-17,772,Text
12803,2008-07-07,869,Text
12808,2014-05-30,17,Text
12817,2007-09-11,660,Text
12819,2010-05-11,624,Text
12820,2010-04-27,690,Text
12822,2014-12-05,942,Text
12826,2006-10-31,737,Text
12827,2013-05-16,128,Text
12829,2015-11-01,355,Text
12837,2015-03-01,821,Text
12852,2014-12-11,736,Text
12853,2015-05-27,459,Text
12854,2012-04-13,366,Text
12856,2009-07-09,704,Text
12857,2015-10-03,336,Text
12863,2015-10-09,288,Text
12865,2010-11-10,722,Text
12869,2015-03-17,577,Text
12875,2015-09-28,445,Text
12878,2014-01-27,908,Text
12882,2009-12-26,674,Text
12884,2015-09-13,142,Text
12886,2012-10-15,567,Text
12893,2013-06-26,804,Text
12895,2015-12-08,499,Text
12898,2009-11-01,205,Text
12899,2015-09-21,163,Text
12901,2009-09-09,579,Text
12912,2013-08-18,60,Text
12913,2005-09-04,709,Text
12915,2013-11-27,955,Text
12920,2011-04-29,477,Text
12921,2003-11-23,251,Text
12923,2013-12-23,249,Text
12938,2014-06-23,463,Text
12946,2014-04-04,940,Text
12948,2015-09-08,515,Text
12951,2009-07-24,919,Text
12954,2004-08-18,830,Text
12955,2015-09-20,910,Text
12957,2014-07-14,354,Text
12959,2009-08-01,685,Text
12962,2015-04-08,485,Text
12964,2008-09-13,102,Text
12965,2010-02-08,205,Text
12966,2010-10-01,317,Text
12967,2013-05-24,839,Text
12969,2015-05-12,298,Text
12971,2014-10-31,409,Text
12972,2010-12-05,20,Text
12976,2012-10-22,9,Text
12977,2012-12-19,350,Text
12978,2013-07-29,214,Text
12987,2015-04-27,365,Text
13001,2014-08-08,883,Text
13007,2015-12-20,412,Text
13010,2015-12-21,54,Text
13011,2004-09-10,25,Text
13017,2011-07-31,824,Text
13018,2011-03-13,482,Text
13025,2015-12-11,236,Text
13027,2015-10-08,345,Text
13028,2013-05-06,772,Text
13032,2010-04-23,920,Text
13035,2001-09-22,646,Text
13036,2014-12-20,851,Text
13037,2013-11-08,216,Text
13049,2012-05-13,598,Text
13053,2004-10-31,65,Text
13059,2013-08-26,512,Text
13062,2011-12-04,587,Text
13063,2015-01-28,221,Text
13069,2006-07-25,396,Text
13079,2010-04-22,991,Text
13091,2006-05-03,459,Text
13094,2015-08-12,806,Text
13108,2012-02-09,525,Text
13113,2014-10-04,654,Text
13115,2013-07-07,210,Text
13122,2012-11-03,116,Text
13126,2010-03-21,228,Text
13131,2015-08-21,889,Text
13135,2003-12-03,913,Text
13142,2007-06-15,778,Text
13144,2008-11-22,461,Text
13145,2012-08-09,744,Text
13148,2004-04-17,44,Text
13151,2014-06-11,840,Text
13161,2010-02-28,328,Text
13165,2015-02-13,541,Text
13167,2015-05-30,541,Text
13168,2007-07-11,588,Text
13169,2003-07-10,347,Text
13174,2012-08-12,103,Text
13195,2015-12-05,413,Text
13202,2005-10-20,832,Text
13203,2015-12-20,483,Text
13210,2015-08-29,431,Text
13211,2010-07-26,992,Text
13216,2014-12-14,887,Text
13219,2015-08-27,772,Text
13220,2015-09-17,767,Text
13223,2011-04-28,797,Text
13226,2015-11-01,732,Text
13229,2009-04-08,266,Text
13230,2012-05-13,865,Text
13231,2007-05-05,920,Text
13238,2010-10-27,519,Text
13239,2015-12-26,169,Text
13243,2014-04-02,616,Text
13253,2015-02-24,670,Text
13255,2015-08-02,40,Text
13256,2014-03-15,672,Text
13257,2015-05-18,714,Text
13259,2008-08-30,646,Text
13265,2014-08-12,352,Text
13267,2009-10-18,431,Text
13274,2014-01-21,620,Text
13276,2015-12-20,838,Text
13277,2005-10-08,827,Text
13284,2011-11-10,134,Text
13285,2015-08-11,565,Text
13291,2014-09-25,975,Text
13294,2015-05-12,746,Text
13295,2012-12-20,529,Text
13297,2014-03-12,205,Text
13299,2009-03-28,102,Text
13306,2013-02-09,276,Text
13309,2007-08-12,369,Text
13315,2015-10-31,644,Text
13316,2011-12-19,242,Text
13322,2015-06-28,863,Text
13326,2015-05-01,26,Text
13328,2015-12-14,90,Text
13333,2013-01-17,982,Text
13338,2014-02-28,370,Text
13340,2013-03-13,584,Text
13347,2014-09-30,311,Text
13352,2012-04-21,801,Text
13366,2015-03-29,144,Text
13367,2006-05-23,185,Text
13371,2013-11-13,929,Text
13374,2015-06-10,759,Text
13377,2008-08-14,827,Text
13381,2014-04-22,640,Text
13383,2013-04-21,967,Text
13384,2015-04-22,513,Text
13388,2013-11-19,937,Text
13398,2014-11-21,548,Text
13400,2013-03-22,549,Text
13404,2012-12-10,546,Text
13407,2015-04-25,621,Text
13408,2015-04-06,508,Text
13413,2013-05-24,444,Text
13419,2015-10-20,514,Text
13422,2008-03-30,951,Text
13442,2012-04-29,549,Text
13446,2015-06-19,714,Text
13454,2015-03-29,583,Text
13459,2012-11-29,103,Text
13460,2014-07-08,179,Text
13469,2015-06-14,291,Text
13470,2008-07-16,214,Text
13475,2015-04-09,716,Text
13480,2012-10-01,611,Text
13481,2015-02-01,877,Text
13485,2008-08-03,618,Text
13486,2014-02-09,202,Text
13493,2015-08-16,204,Text
13496,2004-12-02,785,Text
13501,2015-04-08,631,Text
13502,2011-02-26,753,Text
13503,2012-05-05,598,Text
13505,2013-10-13,650,Text
13508,2013-06-19,348,Text
13510,2014-08-06,734,Text
13515,2013-03-21,477,Text
13516,2004-04-14,919,Text
13521,2001-10-09,25,Text
13524,2008-02-29,436,Text
13533,2015-04-14,225,Text
13536,2003-12-13,751,Text
13540,2013-04-28,792,Text
13542,2012-05-31,631,Text
13546,2008-03-23,587,Text
13547,2014-09-23,519,Text
13548,2015-12-24,720,Text
13554,2012-02-20,227,Text
13559,2015-08-29,714,Text
13564,2013-09-12,978,Text
13570,2002-07-21,782,Text
13575,2009-01-07,318,Text
13579,2001-06-28,668,Text
13586,2007-06-22,681,Text
13591,2015-05-13,153,Text
13593,2011-06-27,896,Text
13594,2011-05-24,215,Text
13598,2014-08-11,921,Text
13599,2011-02-18,207,Text
13600,2011-03-12,302,Text
13605,2011-05-09,940,Text
13610,2009-08-15,697,Text
13612,2015-11-27,956,Text
13613,2014-05-16,190,Text
13627,2014-01-28,976,Text
13629,2011-11-16,549,Text
13640,2011-07-23,161,Text
13646,2015-04-26,247,Text
13647,2007-02-27,691,Text
13656,2015-11-19,869,Text
13657,2007-09-01,951,Text
13659,2012-06-13,705,Text
13660,2010-02-24,296,Text
13662,2006-06-09,227,Text
13664,2015-05-03,365,Text
13669,2011-02-09,624,Text
13670,2004-03-06,802,Text
13673,2010-02-07,183,Text
13677,2014-07-27,986,Text
13678,2015-06-15,870,Text
13684,2015-04-18,961,Text
13690,2005-01-31,561,Text
13691,2009-03-18,709,Text
13692,2015-11-09,83,Text
13693,2012-11-04,447,Text
13695,2015-03-20,88,Text
13698,2015-01-26,849,Text
13703,2005-01-04,33,Text
13705,2011-10-06,712,Text
13716,2012-06-21,51,Text
13719,2010-12-22,266,Text
13722,2012-07-28,920,Text
13729,2004-12-22,738,Text
13730,2005-01-06,787,Text
13733,2006-08-31,33,Text
13735,2013-03-27,832,Text
13737,2012-10-12,395,Text
13742,2011-10-28,563,Text
13743,2015-03-09,160,Text
13751,2014-03-07,493,Text
13755,2010-12-02,263,Text
13757,2015-12-22,589,Text
13761,2015-07-10,735,Text
13766,2010-11-04,836,Text
13770,2009-10-15,723,Text
13773,2015-11-11,695,Text
13800,2009-07-14,341,Text
13804,2012-10-19,251,Text
13806,2015-09-01,769,Text
13811,2015-12-08,268,Text
13815,2011-11-30,414,Text
13821,2011-06-30,743,Text
13825,2015-08-18,35,Text
13830,2009-11-13,883,Text
13833,2014-03-22,58,Text
13834,2014-03-13,31,Text
13839,2009-07-12,581,Text
13840,2012-01-21,677,Text
13843,2013-09-01,376,Text
13851,2013-01-11,920,Text
13852,2008-03-06,344,Text
13868,2014-04-30,441,Text
13875,2014-02-06,495,Text
13881,2007-02-16,921,Text
13892,2015-03-24,981,Text
13893,2012-06-17,223,Text
13896,2014-02-19,768,Text
13906,2015-03-09,267,Text
13909,2015-03-17,194,Text
13910,2011-10-16,545,Text
13913,2015-11-18,446,Text
13914,2014-10-09,958,Text
13917,2009-09-01,101,Text
13919,2015-10-27,176,Text
13931,2015-10-03,259,Text
13939,2012-10-18,958,Text
13941,2014-10-17,690,Text
13944,2014-03-15,873,Text
13945,2015-08-04,12,Text
13947,2015-04-16,622,Text
13951,2007-10-08,478,Text
13958,2003-06-07,321,Text
13962,2015-12-27,720,Text
13971,2014-11-16,407,Text
13973,2014-09-09,640,Text
13977,2012-01-04,603,Text
13982,2014-07-07,679,Text
13984,2013-09-08,494,Text
13986,2015-07-23,144,Text
13987,2010-05-10,741,Text
13995,2006-10-22,884,Text
13998,2014-02-17,716,Text
14002,2015-10-03,363,Text
14004,2007-05-24,205,Text
14005,2014-03-21,394,Text
14010,2015-05-03,607,Text
14012,2010-05-07,41,Text
14013,2010-04-13,594,Text
14014,2009-11-10,84,Text
14016,2010-09-13,133,Text
14017,2013-05-13,947,Text
14026,2014-11-19,317,Text
14027,2015-01-25,493,Text
14028,2015-09-26,322,Text
14031,2014-11-08,663,Text
14036,2006-05-11,384,Text
14053,2015-12-30,838,Text
14054,2015-10-24,597,Text
14056,2011-03-23,770,Text
14060,2010-11-07,93,Text
14068,2012-04-06,442,Text
14070,2012-05-02,237,Text
14072,2011-11-27,437,Text
14077,2015-11-16,750,Text
14083,2015-01-08,822,Text
14089,2011-07-05,34,Text
14090,2015-12-29,867,Text
14094,2007-10-11,239,Text
14099,2009-06-24,16,Text
14113,2005-10-01,738,Text
14120,2010-12-15,308,Text
14123,2015-11-16,306,Text
14124,2007-10-25,637,Text
14126,2011-12-13,980,Text
14128,2008-10-02,120,Text
14130,2008-12-15,552,Text
14132,2013-02-01,600,Text
14133,2014-10-27,62,Text
14136,2012-04-13,243,Text
14146,2007-04-22,995,Text
14150,2015-06-06,996,Text
14151,2012-01-07,814,Text
14153,2015-02-14,12,Text
14156,2011-05-26,890,Text
14162,2015-09-18,365,Text
14165,2015-08-27,698,Text
14166,2012-06-07,771,Text
14168,2014-07-08,677,Text
14175,2009-07-12,829,Text
14177,2014-10-29,23,Text
14186,2012-11-27,509,Text
14189,2015-04-26,488,Text
14192,2015-12-15,95,Text
14194,2013-10-28,680,Text
14198,2015-12-29,236,Text
14203,2015-09-06,159,Text
14217,2008-01-04,10,Text
14221,2012-02-10,76,Text
14222,2009-08-02,16,Text
14230,2015-06-27,759,Text
14233,2015-12-29,332,Text
14242,2011-11-17,725,Text
14243,2006-09-13,86,Text
14245,2009-04-15,742,Text
14257,2015-07-12,45,Text
14259,2015-10-29,311,Text
14268,2015-06-04,922,Text
14269,2009-06-08,127,Text
14272,2015-12-10,720,Text
14282,2015-10-03,487,Text
14289,2015-03-06,820,Text
14291,2013-04-18,919,Text
14295,2011-04-05,116,Text
14299,2014-09-17,500,Text
14302,2010-08-27,295,Text
14316,2014-06-29,424,Text
14319,2014-03-13,600,Text
14321,2014-04-22,756,Text
14324,2014-06-06,221,Text
14325,2015-11-04,539,Text
14330,2013-12-29,338,Text
14331,2010-02-23,287,Text
14336,2013-05-22,692,Text
14338,2015-12-05,838,Text
14343,2010-05-02,551,Text
14346,2015-12-16,903,Text
14350,2013-05-05,731,Text
14352,2015-01-24,113,Text
14358,2011-05-22,904,Text
14359,2012-02-25,24,Text
14360,2015-09-19,764,Text
14361,2014-05-24,63,Text
14363,2015-06-13,85,Text
14369,2006-11-06,617,Text
14370,2015-12-11,66,Text
14373,2015-08-10,532,Text
14375,2010-12-25,133,Text
14382,2015-09-04,793,Text
14383,2005-08-28,117,Text
14385,2013-12-22,936,Text
14388,2014-01-26,989,Text
14391,2015-12-30,945,Text
14396,2007-10-28,758,Text
14401,2015-10-14,12,Text
14407,2015-08-25,161,Text
14410,2013-10-21,639,Text
14412,2007-07-26,487,Text
14432,2006-04-01,93,Text
14433,2015-08-17,329,Text
14434,2009-06-12,782,Text
14438,2013-12-11,298,Text
14439,2008-08-17,604,Text
14442,2012-11-30,524,Text
14443,2013-06-06,613,Text
14449,2014-11-23,880,Text
14450,2015-03-12,443,Text
14452,2011-09-03,454,Text
14454,2014-06-15,872,Text
14455,2012-01-11,104,Text
14462,2008-03-27,715,Text
14467,2013-12-02,298,Text
14472,2015-12-05,372,Text
14473,2010-09-22,38,Text
14474,2013-07-19,440,Text
14476,2013-09-06,842,Text
14477,2015-12-11,531,Text
14478,2015-05-15,264,Text
14479,2015-04-12,573,Text
14487,2014-05-05,366,Text
14492,2015-02-28,294,Text
14494,2009-02-07,368,Text
14500,2012-01-20,696,Text
14503,2012-12-13,888,Text
14512,2011-06-17,257,Text
14514,2010-10-08,525,Text
14516,2005-08-13,591,Text
14518,2013-12-11,674,Text
14529,2003-06-11,364,Text
14542,2010-05-14,135,Text
14543,2011-02-26,505,Text
14545,2008-08-04,317,Text
14546,2013-09-15,756,Text
14552,2009-04-09,568,Text
14554,2014-12-15,97,Text
14557,2005-11-08,122,Text
14562,2003-11-04,966,Text
14570,2005-03-22,895,Text
14584,2015-06-21,559,Text
14588,2010-12-22,687,Text
14589,2006-07-24,741,Text
14590,2015-07-12,221,Text
14592,2015-01-07,457,Text
14593,2012-07-16,766,Text
14594,2012-06-08,165,Text
14601,2003-11-10,884,Text
14603,2004-01-15,859,Text
14606,2015-09-27,799,Text
14609,2014-10-06,88,Text
14611,2014-07-06,776,Text
14612,2009-10-08,861,Text
14615,2012-09-20,613,Text
14622,2015-12-07,651,Text
14626,2015-01-29,419,Text
14630,2015-02-24,388,Text
14635,2015-11-02,695,Text
14636,2008-02-07,263,Text
14643,2015-12-03,58,Text
14644,2004-07-25,738,Text
14654,2007-02-06,492,Text
14656,2015-09-22,464,Text
14665,2005-08-18,633,Text
14668,2003-04-11,893,Text
14674,2015-05-06,538,Text
14677,2011-01-28,354,Text
14678,2013-08-31,832,Text
14683,2015-02-26,522,Text
14685,2014-04-08,188,Text
14688,2011-11-18,461,Text
14691,2005-01-18,392,Text
14694,2011-09-28,869,Text
14701,2010-10-06,717,Text
14703,2015-06-25,880,Text
14705,2011-06-23,950,Text
14707,2014-11-19,823,Text
14708,2010-05-20,749,Text
14709,2000-08-26,86,Text
14717,2011-09-27,940,Text
14719,2015-08-28,969,Text
14722,2008-11-12,248,Text
14726,2014-11-16,629,Text
14729,2009-07-13,987,Text
14732,2014-07-25,833,Text
14740,2015-10-19,434,Text
14741,2015-06-10,894,Text
14746,2011-02-11,410,Text
14750,2013-02-21,185,Text
14751,2015-12-12,945,Text
14752,2015-02-08,629,Text
14753,2015-10-27,536,Text
14754,2007-03-30,742,Text
14758,2015-03-29,663,Text
14768,2013-04-02,108,Text
14771,2010-02-10,601,Text
14787,2013-11-11,311,Text
14790,2015-04-19,963,Text
14808,2015-01-06,804,Text
14810,2010-12-26,308,Text
14813,2007-04-05,808,Text
14818,2014-08-31,957,Text
14819,2014-07-21,986,Text
14821,2011-11-29,48,Text
14822,2013-04-27,90,Text
14826,2014-06-30,586,Text
14830,2010-02-18,869,Text
14831,2015-06-14,715,Text
14832,2015-12-16,592,Text
14836,2009-04-08,235,Text
14854,2012-03-15,602,Text
14898,2010-06-26,660,Text
14907,2015-01-08,540,Text
14928,2015-07-23,857,Text
14933,2015-07-24,186,Text
14937,2015-02-08,754,Text
14938,2015-12-04,456,Text
14941,2015-10-07,958,Text
14942,2015-03-05,413,Text
14944,2014-06-21,238,Text
14945,2014-07-31,547,Text
14946,2015-12-29,531,Text
14949,2015-11-16,199,Text
14950,2008-09-28,8,Text
14951,2008-08-19,827,Text
14964,2008-08-29,923,Text
14967,2010-09-24,856,Text
14972,2008-01-20,774,Text
14975,2015-07-08,823,Text
14977,2013-08-21,211,Text
14983,2014-12-06,328,Text
14994,2013-02-13,510,Text
15005,2010-01-18,300,Text
15015,2010-06-21,868,Text
15019,2015-08-01,159,Text
15020,2015-09-13,184,Text
15023,2008-05-22,771,Text
15025,2014-08-24,253,Text
15026,2013-06-17,984,Text
15028,2013-07-03,160,Text
15029,2015-06-27,870,Text
